id,name,detail
npc,阿泰尔,3040001000
special,刻之符文,水属性伤害(特大)
special-Untergang Rune,灭之符文,水属性伤害(特大)/(终突后)我方水属性角色暴击率UP
special-ウンターガング・ルーン,灭之符文,水属性伤害(特大)/(终突后)我方水属性角色暴击率UP
skill-1,战术策：方圆,我方全体攻击UP(中)/防御UP(中)
skill-1+,战术策：方圆,我方全体攻击UP(中)/防御UP(中)
skill-1++,战术策：方圆,我方全体攻击UP(中)/防御UP(中)/我方全体水属性攻击力30%UP
skill-2,战术策：鹤翼,敌方全体攻击DOWN/防御DOWN
skill-2+,战术策：鹤翼,敌方全体攻击DOWN/防御DOWN
skill-2++,战术策：鹤翼,<span class=prt-text-small>敌方全体攻击DOWN/防御DOWN/对水属性防御DOWN/我方弱化效果成功率UP</span>
skill-3,战术策：偃月,我方全体奥义值UP(30%)
support-1,战贤之书,自身奥义值上升量UP
support-2,兵活之书,我方全体弱化效果成功率UP
skill-lb,LB技能,对弱化效果「技能封印」的抗性UP
intro,银之军师,被称为当代第一的年轻军师所追求的是来自古代的信息。究明历史，继承来自过去的意志，将自己的未来拉到身旁。
