id,name,detail
npc,黑骑士,3040082000
special,黑凤刃·月影,暗属性伤害(特大)/净化自身1个弱化效果
special-無明剣,无明剑,暗属性伤害(特大)/净化自身全部弱化效果/下一次的四重符咒发动2次
skill-1,四重符咒,<div class=prt-text-small>对敌方全体造成倍火·水·土·风属性伤害/灼热效果/缓慢效果/消去1个强化效果</div>
skill-1++,四重符咒,<div class=prt-text-small>对敌方全体造成火·水·土·风属性伤害/灼热效果/缓慢效果/消去1个强化效果/防御DOWN（累积）</div>
skill-2,耗匮,对敌方造成暗属性伤害/回复自身HP(2000)
skill-ネグロドレイン,黑暗血噬,对敌方造成暗属性伤害/攻击DOWN（累积）/回复自身HP/攻击UP（累积）
skill-3,敏思,赋予敌方单体恐惧效果
skill-4,守护之剑,赋予自己黑护剑效果/掩护我方单人
support-1,绝望之剑,自身HP越少，攻防越高
support-2,漆黑铠甲,最大HP(10%UP)与防御力(20%UP)上升，但更容易成为攻击目标
support-2+,漆黑铠甲,最大HP(10%UP)与防御力(20%UP)上升，但更容易成为攻击目标/回合结束时如果HP在50%以下就发动黑暗血噬
skill-lb,LB技能,自身无弱化效果时，弱化效果成功率UP
intro,七曜骑士,治愈了自己的孤独的亲友被夺走，骑士为了再次见到亲友的笑容献上一切向前迈进。重重苦难的最后，虽然看上去所有希望都被断绝，但她获得了奇迹。现在她一边等待亲友苏醒，一边推开逼近自己的魔手。
