id,name,detail
npc,雅典娜,3040202000
special,正义女神之击,火属性伤害(特大)/我方全体火属性攻击up/防御效果
skill-1,神盾埃吉斯,减免我方全体受到的风属性伤害（40%）/受到的伤害转换为风属性/再生效果
skill-1+,神盾埃吉斯,减免我方全体受到的风属性伤害（40%）/受到的伤害转换为风属性/再生效果
skill-2,四德拉克马,不限目标对敌人造成5次火属性伤害/降低全体敌方防御力（累积）/赋予灼热效果
skill-2+,四德拉克马,不限目标对敌人造成5次火属性伤害/降低全体敌方防御力（累积）/赋予灼热效果
skill-3,使徒・神鸟,降低全体敌方DA几率/赋予黑暗效果/减豆效果
support-1,守护的战女神,成为敌人的攻击目标时，女神的愤怒Lv上升1(最大Lv5)/四德拉克马的攻击次数+1◆Lv5时成为敌人的攻击目标时自动发动四德拉克马
support-2,劫炎的赤枪,对于灼热状态的敌人，奥义性能up
skill-lb,LB技能,减轻我方全体受到的风属性伤害
intro,守护和防卫的女神,司掌守护与和平的星晶兽。平常她作为热爱和平的女骑士，为了正在战乱中受苦的人们，一边旅行一边授予他们战术。讨厌争斗，希望可以通过对话回避战斗，然而一旦交涉决裂，身为星晶兽的机能将无视她自身的意志发挥出来，让她作为无情的防卫者君临于世。
