id,name,detail
npc,蔻,3040242000
special,黯之舞·景樱,暗属性伤害(特大)/特殊技伤害DOWN/下次发动的玖之舞·朱染的效果全体化
skill-1,玖之舞·朱染,回复自身HP/奥义槽UP（20%）
skill-1+,玖之舞·朱染,回复自身HP/奥义槽UP（20%）
skill-2,玉依之灯,增加敌方全体1个ct，赋予狐火效果/光属性攻击DOWN/暗属性防御DOWN
skill-2+,玉依之灯,增加敌方全体1个ct，赋予狐火效果/光属性攻击DOWN/暗属性防御DOWN
skill-3,玖之舞·咲耶,对敌方全体造成暗属性伤害/赋予自身掩护效果/防御UP/根据受到伤害的次数增加奥义槽（5%/最大50%）
support-1,斩断千年因缘之人,对于狐火状态的敌人，奥义性能UP/受到的伤害减轻
support-2,玖之王家的继承者,敌人使用特殊技能时，该回合中发动1次玖之舞·朱染/玖之舞·咲耶可立即使用
intro,诉说千年之人,知晓千年的少年结束赎罪之旅的时候，连他都不知道的不详齿轮开始转动。收到庇护和慈爱而成长的少年在心中立誓，接下来轮到自己保护心爱之人。
