id,name,detail
npc,齐格飞,#3040128000
special,漆黑之爪,风属性伤害(特大)/下一次使用「解放」时，技能发动2次
skill-1,解放,对敌方单体造成2.5~3.5倍风属性伤害/对风属性防御20%DOWN
skill-1+,解放,对敌方单体造成3~4倍风属性伤害/对风属性防御20%DOWN
skill-2,风信,对敌方全体造成2.5倍风属性伤害<span class=text-blue>◆每次使用效果UP(最大5次)</span>
skill-2+,风信,<div class=prt-text-small>对敌方全体造成2.5倍风属性伤害/30%概率造成1.5倍伤害<span class=text-blue>◆每次使用效果UP(最大5次)</span></div>
skill-3,昨日之影,自身防御50%UP/敌对心UP/反击效果(受伤时/3次)
support-1,不惜身命,第一次无法战斗时以HP1继续战斗
support-2,身浴邪龙之血,受伤时奥义值上升量UP/自身HP越少防御越高
skill-lb,LB技能,防御UP/敌对心UP
,,
