id,name,detail
npc,拉卡姆,3040059000
special,毁灭穿刺,火属性伤害(特大)/我方全体火属性攻击UP/DA几率UP
special-ナバルストライク,怒涛打击,火属性伤害(特大)/我方全体火属性攻击UP/DA几率UP/暴击几率UP
skill-1,喷火,<div class=prt-text-small>对敌方单体造成火属性伤害/防御DOWN（累积）/喷火LV上升1(最大5)</div>
skill-2,持久战II,<div class=prt-text-small>赋予自己对敌mode条减少量UP效果 <span class=text-blue>◆使OD状态的敌人mode条减少并赋予战栗效果</span></div>
skill-2++,持久战II,<div class=prt-text-small>驱散敌人1个强化效果/赋予我方全体对敌mode条减少量UP效果 <span class=text-blue>◆使OD状态的敌人mode条减少并赋予战栗效果</span></div>
skill-3,双发快射,效果中必定连击/自身获得双发快射效果
skill-3+,双发快射,<div class=prt-text-small>效果中必定连击/自身获得双发快射效果/不经过回合进行通常攻击
skill-4,引导之铳,火属性角色单人可立即发动奥义/赋予苍导铳效果
support-1,高超的技术,对战栗状态的敌人造成火属性追击
support-1+,高超的技术,<div class=prt-text-small>对战栗状态的敌人造成火属性追击/场上有战栗状态的敌人时，发生奥义连击后对敌方全体造成火属性伤害/弱体耐性DOWN（累积）</div>
support-2,累积的惩戒,根据喷火LV，攻击UP/奥义连击性能UP/奥义性能UP
skill-lb,LB技能,喷火效果延长
intro,苍空的引导者,精明强干的操舵士穿上新的铠甲，将年轻的骑空士带往无边无尽的天空。他心中秘藏着的是比任何人都更爱护船的心，以及想要保护同伴的强烈意志。
