id,name,detail
npc,萝赛塔,3040068000
special,无尽玫瑰,<div class=prt-text-small>风属性伤害(特大)/(无结界时)我方全体弱化效果成功率20%UP/(有结界时)防御20%UP</div>
skill-1,玫瑰结界,<div class=prt-text-small>展开结界/再使用时解除结界，赋予我方全体强化效果/每回合根据结界密度消耗奥义值 <span class=text-blue>◆使用时消耗5%奥义</span></div>
skill-1+,玫瑰结界,<div class=prt-text-small>展开结界/再使用时解除结界，赋予我方全体强化效果/每回合根据结界密度消耗奥义值</div>
skill-2,铁处女,对敌方全体造成1.5~2倍风属性伤害/我方全体伤害提升(敌HP1%，上限5000)
skill-2+,铁处女,对敌方全体造成2~2.5倍风属性伤害/我方全体伤害提升(敌HP1%，上限5000)
skill-3,理想城,吸收我方全体15%奥义值转化为自身奥义值
support-1,玫瑰女王,玫瑰结界展开时，敌对心UP/20%反射/再生/攻击力30%DOWN
skill-lb,LB技能,使用技能「铁处女」时有概率使玫瑰结界密度上升
,,
