id,name,detail
npc,卡塔莉娜,3040054000
special,冰剑,水属性伤害(特大)/我方全体水属性攻击30%UP/二连击率30%UP
special-アイシクルネイルII,冰钉II,水属性伤害(特大)/我方全体水属性攻击30%UP/连续攻击率UP
skill-1,魔魅领域,对敌方单体造成水属性伤害/必定三连击(1回合)
skill-1++,魔魅领域,<div class=prt-text-small> 对敌方单体造成水属性伤害/必定三连击(2回合)/赋予自己水属性追击效果</div>
skill-2,荣耀之盾,我方全体免疫弱体效果(1次)/再生效果(初始回复量1000，每回合减半)
skill-2++,荣耀之盾,<div class=prt-text-small>我方全体免疫弱体效果(1次)/再生效果/防驱散护盾效果（1次）</div>
skill-3,光墙屏障,减免我方全体受到的伤害(25%)
skill-4,誓约之剑,赋予自己苍誓剑效果/掩护我方单人
support-1,骑士的正道,第一次无法战斗时以1HP继续战斗/全属性伤害减免效果中攻击50%UP/防御100%UP
support-2,深苍的光辉,发动TA时对敌方全体造成水属性伤害/延长苍誓剑有效时间1回合
skill-lb,LB技能,我方全体受回复上限UP
intro,苍穹之守护骑士,离开帝国的女骑士与过去的恩怨对峙。与过去的同胞诀别，穿着也焕然一新的守护骑士向苍天起誓，一定要让苍之少女看到世界。
