id,name,detail
npc,希斯,3040035000
special,天地虚空夜叉闪刃,暗属性伤害(特大)/自身获得幻影效果(2次)
special-三千一穿明王破斬,三千一穿明王破斩,暗属性伤害(特大)/自身获得幻影效果(2次)/回避敌人所有攻击（1次）
skill-1,恶门・罗刹,自己通常攻击造成的伤害UP（3回合）
skill-1+,恶门・罗刹,自己通常攻击造成的伤害UP（3回合）
skill-1++,恶门・罗刹,自己通常攻击造成的伤害UP（3回合）/暗属性追击效果
skill-2,迅门・紫电,自己的敌对心UP/反击效果（回避/3次）
skill-2+,迅门・紫电,自己的敌对心UP/反击效果（回避/3次）
skill-2++,迅门・紫电,自己的敌对心UP/反击效果（回避/6次）
skill-3,鬼门・修罗,对敌方全体造成6倍暗属性伤害/恐怖效果
skill-3+,鬼门・修罗,对敌方全体造成6倍暗属性伤害/恐怖效果/命中率DOWN
skill-4,六崩之觉悟,4回合间回避敌方所有攻击(不可消去)/进行2次普攻(不可消去)<span class=text-blue>◆无法再次使用</span>
support-1,神狼,<div class=prt-text-small>必定连击/根据神狼LV，攻击力UP/伤害上限UP/三连击几率UP <span class=text-blue>◆神狼LV每回合上升1，受到伤害时减少2（最大6）</span></div>
support-2,反击的狼烟,敌人使用特殊技时，对敌人造成6次暗属性伤害
skill-lb,LB技能,普攻有概率赋予敌人防御5%DOWN效果(最大10%)
intro,十天众,威胁全空，寄宿着因缘的男人用他无与伦比的力量掌握着遥远苍空的一切。将不安定的感情作为假面具，胸怀对敬爱之人的思念，朝那个人前往的天空尽头前进。
