id,name,detail
npc,安苏莉娅,3040228000
special,激情洗礼,<div class=prt-text-small>暗属性伤害(特大)/延长炎之舞蹈3回合</div>
skill-1,篝火之舞,<div class=prt-text-small>给予自身炎之舞蹈/回避率UP(30%)/敌对心UP(40%)</div>
skill-1+,篝火之舞,<div class=prt-text-small>给予自身炎之舞蹈/回避率UP(30%)/敌对心UP(40%)</div>
skill-2,百合舞,<div class=prt-text-small>我方全体获得高扬(10%)/激奏<br><span class=text-blue>◆处于炎之舞蹈时我方全体获得强壮</span></div>
skill-2+,百合舞,<div class=prt-text-small>我方全体获得高扬(10%)/激奏<br><span class=text-blue>◆处于炎之舞蹈时我方全体获得强壮</span></div>
skill-3,拍子舞,<div class=prt-text-small>回避任何伤害(2次)</div>
support-1,热气腾腾的途中,自身回避率UP(20%)<br><span class=text-blue>◆回避成功时我方全体HP恢复/净化1个弱体状态</span>
support-2,我的本意,处于炎之舞蹈时我方全体暗属性角色获得防御UP(30%)，DA(20%)，奥义上限(5%)(消去不可)
intro,嫣然的舞主,心怀着秘密想法的女性身着浴衣，向自己迷上的人努力展示自己。一切都只是为了让他沉迷自己……
