id,name,detail
npc,巴萨拉卡,3040029000
special,血腥之月,暗属性伤害（特大）
special-カルネイジ・ムーン,残杀之月,暗属性伤害（特大）/赋予自己协奏曲·古洛诺斯效果
skill-1,大镰古洛诺斯,对敌方全体造成4倍暗属性伤害/自己的奥义槽UP（20%）
skill-2,本能,对敌人造成5倍暗属性伤害
skill-2++,本能,<div class=prt-text-small>对敌方全体造成8倍暗属性伤害/赋予自己逆境效果<br><span class=text-blue>◆处于协奏曲·古洛诺斯效果中时，受到伤害自动发动</span></div>
skill-3,被遗忘的传说,自身的攻击UP/防御UP/敌对心UP<br><span class=text-blue>◆消费自己HP最大值的25%</span>
skill-3+,被遗忘的传说,<div class=prt-text-small>自身攻击UP/通常攻击全体化/伤害上限UP/防御UP/敌对心UP<br><span class=text-blue>◆消费自己HP最大值的25%</span></div>
support-1,古洛诺斯的契约者,自己的HP越少防御越高
support-2,无痛觉肉体,非濒死状态时，获得不死身状态/弱体效果无效/强化效果不会被驱散
skill-lb,LB技能,防御力UP/敌对心UP
intro,冥暗的刚刃,男人将不会消失的悔恨染成了冥暗的颜色。迷茫中犯下的数次过错夺走了男人的一切。他挥舞的大镰，穿着的铠甲，以及其他所有的东西看上去都是如此不详，因为那是他追求的堕落的证明。受伤的狮子的伤势不知何时才会痊愈。
