id,name,detail
npc,圣德芬,3040153000
special,无限之光,<div class=prt-text-small>光属性伤害(特大)/审判之钟效果</div>
special++,无限之光,<div class=prt-text-small>光属性伤害(特大)/审判之钟效果<span class=text-blue><br>◆下一次奥义转为「失乐园」</span></div>
special-パラダイス・ロスト,失乐园,<div class=prt-text-small>光属性伤害(特大)/审判之钟效果/自身光属性攻击UP/光属性追击效果/乐园追放效果</div>
skill-1,孤身在天堂,<div class=prt-text-small>自身连击概率UP(DA50%/TA10%)/防御UP(15%)/反击効果(受伤害时/5次)</div>
skill-1++,孤身在天堂,<div class=prt-text-small>自身连击概率UP(DA50%/TA10%)/防御UP(30%)/反击効果(受伤害时/5次)/仇恨值UP</div>
skill-2,日食,对敌人造成光属性伤害/恢复自身HP
skill-3,一人之力,全体成员的暴击概率UP(30%，1.5倍)/伤害值提升(敌HP1%/上限10000)
support-1,抗命,一定概率在回合开始时净化自身一个弱化效果(70%)
support-2,为了兑现约定,第一次无法战斗时以HP1继续战斗
skill-lb,LB技能,发动奥义时自身攻击UP(10%/累积/上限30%)
intro,复仇的天司,从长久的沉眠中再次苏醒的天司被托付了天司长路西菲尔的遗志。曾经的没有职责的天司背负着罪孽，为了实现约定成为了复仇的天司。
