id,name,detail
npc,伊欧,3040065000
special,冰晶风暴,光属性伤害(特大)/根据魔力漩涡等级赋予我方全体强化效果/消费全部魔力漩涡
special-エレメンタル・オーバーリミット,元素溢限,光属性伤害(特大)/根据魔力漩涡等级赋予我方全体强化效果/魔力漩涡LV减少1
skill-1,七色花,无视目标造成7次弱点属性攻击
skill-1++,七色花,<div class=prt-text-small>无视目标造成7次弱点属性攻击<br><span class=text-blue>◆根据魔力漩涡LV提升伤害次数/上限</span></div>
skill-2,治愈III,回复我方全体HP
skill-2,圣念祈愿,回复我方全体HP/攻防UP<br><span class=text-blue>◆根据魔力漩涡LV提升性能</span>
skill-3,魔力漩涡,将自身奥义槽转化为魔力漩涡 <br><span class=text-blue>◆25%=Lv1，50%=Lv2，75%=Lv3</span>
skill-4,封魔之杖,赋予自己魔封杖效果<br><span class=text-blue>◆消费3层魔力漩涡</span>
support-1,冰晶帷幕,减免我方承受的暗属性伤害10%
support-2,魔力之光,我方全体光属性伤害UP(10%)<br><span class=text-blue>◆根据魔力漩涡LV提升性能</span>
support-2+,魔力之光,我方全体光属性伤害UP(10%)/弱体耐性UP<br><span class=text-blue>◆根据魔力漩涡LV提升性能</span>
skill-lb,LB技能,使用技能时，奥义槽UP
intro,苍翠的魔法少女,在天空的旅途中，魔导师少女将师父的言语铭记心中，完成了华丽的变身。就像是让小小的花蕾开放出鲜花一般，象征着她自身内心的成长。
