id,name,detail
npc,玛琪拉,3040107000
special,金牙神然,土属性伤害(特大)/追加我方全体获得的「鼓音」层数
special-鳥明叡知,鸟明睿智,土属性伤害(特大)/追加我方全体获得的「鼓音」层数/延长2回合鼓舞激励赋予的强化效果
skill-1,鼓舞激励,强化我方全体 <span class=text-blue>　◆「鼓音」效果清除</span>
skill-1++,鼓舞激励,我方全体攻防UP/连续攻击几率UP/奥义伤害上限UP
skill-2,云散鸟没,对敌方造成土属性伤害/防御DOWN/土属性防御DOWN
skill-2++,云散鸟没,对敌方造成土属性伤害/防御DOWN/土属性防御DOWN/连续攻击几率DOWN
skill-3,花鸟风月,我方全体的攻击UP（中）/赋予土属性追击効果
skill-4,鸡往开来,<div class=prt-text-small>赋予自己鸡往开来效果 <br><span class=text-blue>◆前排队员的鼓音层数为最大时，生成一个蓝药瓶/消除全部「鼓音」</span></div>
support-1,鸟神宫之主,<div class=prt-text-small>我方全体根据攻击敌人的次数获得「鼓音」效果<br><span class=text-blue>◆「鼓音」的层数越高「鼓舞激励」的效果越强</span></div>
support-2,如飞翔一般,<div class=prt-text-small>根据我方全体各自的「鼓音」层数提高各自造成的伤害上限<span class=text-blue>◆「鼓音」的层数为最大时，将一个弱体效果无效化（「鼓音」效果清除）</span></div>
skill-lb,LB技能,我方全体一定概率回避敌方通常攻击
intro,西之守护神,守护西方，十二神将之一。没有翅膀的鸟神憧憬着天空踏上旅途。其小小的身体中秘藏着的知性和独创性将来会将空之世界的人们引向遥远的天空之上。
