id,name,detail
npc,萨鲁楠,3040008000
special,纯洁渴望,光属性伤害(特大)/我方全体光属性攻击25%UP
special-エタニティ・デザイア,永恒渴望,光属性伤害(特大)/我方全体光属性攻击25%UP/自己的回复性能UP（累积）
skill-1,疯狂纱幕,减免我方受到的暗属性伤害(70%)/赋予极光的刻印
skill-1++,疯狂纱幕,减免我方受到的暗属性伤害(70%)/我方全体光属性攻击50%UP/赋予极光的刻印
skill-2,纠缠,对敌方单体造成2.5~3倍光属性伤害/赋予敌人神圣尖刺
skill-2++,纠缠,<div class=prt-text-small>对敌方单体造成2.5~3倍光属性伤害/赋予敌人神圣尖刺/吸收敌方1个ct转变为自己的奥义槽</div>
skill-3,圣力吸收,回复我方全体HP(上限1500)/回复1个弱体效果
skill-4,空虚之魂,自己可即时发动奥义/可即时使用自身其他技能
support-1,独占欲,对于神圣尖刺状态的敌人，奥义性能UP
support-2,精灵卡赞的加护,<div class=prt-text-small>根据各自的极光刻印的数量减轻光属性角色受到的暗属性伤害<br><span class=text-blue>◆自己在后排时也有效</span></div>
skill-lb,LB技能,减轻我方全体承受的暗属性伤害
intro,禁咒的恋人,热恋短命的精灵的青年，面对她的危机毫不犹豫地使用了禁咒。即使常人无法再看到她，但所爱的精灵的身形确实印在了他的眼中。
