id,name,detail
npc,维拉,3040043000
special,领主之剑/爱的深渊(附体模式),暗属性伤害(特大)/施瓦利耶附体模式：暗/光属性伤害(特大)
skill-1,更高境界,敌方单体攻防10%DOWN/自身攻防15%UP
skill-1+,更高境界,敌方单体攻防15%DOWN/自身攻防15%UP
skill-2,夜幕,我方全体免疫负面效果(1次)/自身必定三连击
skill-3,爱的誓言,对敌方单体造成2.5~3倍暗与光属性伤害/回复自身HP(上限1500)
skill-3+,爱的誓言,对敌方单体造成3~4倍暗与光属性伤害/回复自身HP(上限2000)
skill-4,施瓦利耶附体,获得光属性特性(减免所受暗属性伤害25%)<span class=text-blue>◆消耗50%奥义值</span>
support-1,姐姐大人姐姐大人姐姐大人,卡塔莉娜在队伍中时，技能冷却时间缩短1回合/攻击15%UP
support-2,光剑,附体模式下高昂效果/攻防15%UP/连击率UP/50%光属性额外伤害
skill-lb,LB技能,普攻时有几率回复自身HP
,,
