id,name,detail
npc,玛姬莎,3040011000
special,陨石风暴,火属性伤害(特大)/对敌方全体造成火属性伤害
skill-1,喷发,对敌方全体造成2~2.5倍火属性伤害/敌方攻击10%DOWN
skill-1+,喷发,对敌方全体造成火属性伤害/敌方攻击10%DOWN
skill-1++,喷发,对敌方全体造成火属性伤害/敌方攻防25%DOWN
skill-2,壁垒,我方全体免疫削弱效果(1次)/攻防10%UP
skill-2+,壁垒,我方全体免疫削弱效果(1次)/攻防15%UP
skill-3,瓦尔普吉斯之夜,对敌方全体造成火属性伤害/盲暗效果/灼热效果
skill-4,制约,召唤魔神摩拉克斯/再使用时解除召唤，根据摩拉克斯存在的回合数增加我方全体火属性伤害
support-1,万能的魔女,对盲暗状态的敌人技能伤害上限UP/对灼热状态的敌人暴击率UP
support-2,召唤魔神摩拉克斯,摩拉克斯在场时，攻防UP/必定连击/普攻全体化/每回合承受伤害
skill-lb,LB技能,因负面效果无法战斗时，有几率维持1HP继续战斗
intro,,
