id,name,detail
npc,阿露露梅娅,3040019000
special,月神天赐/（终突）月神天罚,<span class=prt-text-small>土属性伤害（特大）/（终突后）使用事象投影/投影解放可再次使用/我方全体奥义值UP</span>
skill-1,月天,对敌方全体造成土属性伤害/攻击DOWN
skill-1+,月天,对敌方全体造成土属性伤害/攻击DOWN
skill-1++,月天,对敌方全体造成土属性伤害/攻击DOWN/水属性攻击DOWN
skill-2,空白状态,我方全体免疫削弱效果（1次）/技能伤害UP
skill-2+,空白状态,我方全体免疫削弱效果（1次）/技能伤害UP
skill-2++,空白状态,我方全体免疫削弱效果（1次）/技能伤害UP/技能伤害上限UP
skill-3,月星座,对敌方单体造成土属性伤害/缓慢效果
skill-4,事象投影/投影解放,<div class=prt-text-small>在水晶中投影事象<span class=text-blue>◆映出的梦境对应不同的效果</span>/再使用时赋予我方全体映出的强化效果</div>
support-1,神谕,防御UP
skill-lb,LB技能,我方全体受到的水属性伤害减轻
active,1,
