path,trans,duration,note
voice/3040167000_halloween_mypage1,世界上充满了奇奇怪怪的庆典，得拓宽眼界啊。,6,万圣
voice/3040167000_halloween_mypage2,万圣节快乐啊，哈哈哈。,3,
voice/3040167000_christmas_mypage1,哈哈，这雪又白又漂亮。\n我们也得像这雪一样活得无垢才行啊。,8,
voice/3040167000_christmas_mypage2,圣诞快乐！,2,圣诞
voice/3040167000_newyear_mypage1,一年之计在于元旦！来，把抱负高声说出来吧！,6,新年
voice/3040167000_newyear_mypage2,新年快乐SUN！,2,
voice/3040167000_valentine_mypage1,不管是义理还是本命，巧克力就只是巧克力，不要考虑的太复杂了。,6,情人节
voice/3040167000_valentine_mypage2,情人节快乐！哈哈，有点让人害羞啊。,5,
voice/3040167000_white_mypage1,对我这种老爷子来说，总觉得挺害羞的。,4,白情
voice/3040167000_white_mypage2,白色情人节快乐！,3,
