path,trans,duration,note
voice/3040161000_halloween_mypage1,万圣节快乐！,2,万圣
voice/3040161000_halloween_mypage2,不给糖就捣蛋。,2,
voice/3040161000_halloween_mypage3,变装的衣服，还有糖果……其他还要准备什么？,6,
voice/3040161000_christmas_mypage1,圣诞快乐！,2,圣诞
voice/3040161000_christmas_mypage2,天气变冷了……会下雪吗？,4,
voice/3040161000_newyear_mypage1,新年快乐！,2,新年
voice/3040161000_newyear_mypage2,年节菜啊……能让我也做做看吗？做出来的话团长你能会吃吗？,8,
voice/3040161000_valentine_mypage1,情人节快乐！,2,情人节
voice/3040161000_valentine_mypage2,一边想着某个人，一边准备着某个事……这种时间，很幸福呢。,7,
voice/3040161000_white_mypage1,白色情人节快乐！,2,白情
voice/3040161000_white_mypage2,像这样从别人那里收到礼物，送给别人礼物……\n呵呵，真好啊……,8,
