path,trans,duration,note
voice/3040022000_Halloween1,万圣节快乐！,3,万圣
voice/3040022000_Halloween2,不给糖就捣蛋！,4,
voice/3040022000_Halloween3,糖果我收下，但是，恶作剧也要做！上吧，沙酱！,7,
voice/3040022000_Xmas1,圣快~,3,圣诞
voice/3040022000_Xmas2,赶快吃蛋糕吧，蛋糕。\n你看沙酱也说肚子饿了。,8,
voice/3040022000_newyear1,新年快乐~,3,新年
voice/3040022000_newyear2,那个好像叫睡觉过年？\n真好啊，那个，我也不想动。,9,
voice/3040022000_Valentine1,情人节快乐！,3,情人节
voice/3040022000_Valentine2,给你……巧克力吧？\n沙酱做的。,7,
voice/3040022000_s2_whiteday0,白色情人节~快乐~~！,4,白情
voice/3040022000_s2_whiteday1,白色的我，沙酱是黑色，团长是红色？\n哼哼~我在说什么呢~,10,
