id,en,jp,trans
0-synopsis,謎の少女、ルリアを追って、ふたりの軍人が姿を現す。女騎士であるカタリナはルリアを守ろうとするが、ポンメルン大尉は少年もろともルリアに危害を加えようとする。,,两个追着神秘少女露莉亚的军人出现。女骑士卡塔莉娜想要保护露莉亚，而伯梅伦上尉却想连同少年一起加害露莉亚。
0,,,
1,"ぐは……ッ！<br>
ガキのくせに、コイツ……！",,唔啊……！这家伙、明明是个小鬼……！
3,"どうだッ！<br>
さっすがだぜぇ～！<br>
惚れ惚れする剣の腕だなぁ！",,怎么样！真不愧是你！剑法看得咱都入迷了！
4,"クソッ……<br>
このままで済むと思うな……！",,可恶……别以为这就完了……！
,,,
2,…………,,
7,"仲間か！？<br>
注意しろぉ！",,还有同伙吗！？小心点！
9,<span class='scene-font-4'>――ルリアッ！　無事か！？</span>,,<span class='scene-font-4'>――露莉亚！　你没事吧！？</span>
10,"カタリナ！<br>
私……私……",,卡塔莉娜！我……我……
11,"怪我はないようだな。<br>
君達がルリアを守ってくれたのか？",,好像没受伤呢。是你们保护了露莉亚吗？
12,"守るっつーか、なぁ？<br>
あの兵士達、オイラ達のことも、<br>
狙ってくるもんだから……",,与其说我们保护了她……那些士兵，都已经朝我们进攻了……
13,"あのね、あのね！<br>
あの人、私を助けてくれて……<br>
すっごくカッコ良かったんだよ！",,听我说，听我说！他救了我……超帅气的！
14,"そうか……<br>
とにかく、無事で良かった。",,是吗……总之你没事就好。
15,"んと、それでよぅ……<br>
アンタらは一体なんなんだ？",,于是，那个啥……你们到底是？
16,"さっきのヤツらの<br>
仲間ってワケじゃあ<br>
なさそうだけどよ。",,好像和刚才那些人又不是一伙的。
17,"失礼した。<br>
私は、カタリナ・アリゼと言う。",,失礼了。我叫卡塔莉娜·亚利泽。
18,"この子はルリア。<br>
助けてくれて感謝する。<br>
私からも礼を言わせてくれ。",,她叫露莉亚。谢谢你们救了她。我也要向你们道谢。
19,"君も……<br>
よかったら名前を教えてくれないか。",,可以的话……也告诉我你叫什么名字吧。
20,"オイラはビィってんだ！<br>
で、二人はどっから来たんだ？<br>
あの兵士に追われてんのか？",,咱是阿碧！那你们是从哪儿来的？那些士兵在追你们吗？
21,"ど、どこから？<br>
ええと……",,从、从哪儿来的？嗯……
22,"…………<br>
そうだ、追われている。",,…………没错，他们在追捕我们。
23,"なので、ここは危険だ。<br>
またあの兵士達が来るだろう。<br>
君達は早く――",,所以，这里很危险。应该还会有士兵追来吧。你们也赶紧——
24,<span class='scene-font-4'>カタリナ中尉ィ！</span>,,<span class='scene-font-4'>卡塔莉娜中尉！</span>
25,"<span class='scene-font-katari'>兵士と比べても一際背の高いその男は、</span><br>
<span class='scene-font-katari'>複数の手下を付き従え、</span><br>
<span class='scene-font-katari'>ゆっくりと近づいてくる。</span>",,<span class='scene-font-katari'>一个比士兵还高出许多的男子，率领几个手下徐徐逼近。</span>
26,"なぁ～にをこんなところで<br>
道草を食ってるんですかネェ？<br>
中尉ともあろう者が単独行動ですカ？",,你在这种地方闲逛什么？你一个中尉，还单独行动？
