path,trans,duration,note
voice/3040044000_Halloween1,不给糖就捣蛋。\n嘻嘻，真是个有趣的日子啊。,6,万圣
voice/3040044000_Halloween2,……你问我怎么了，吗？\n那、那个。我想对你恶作剧……\n那，那个……结果自己害羞起来了……呜……,17,
voice/3040044000_Xmas1,圣……圣诞快乐！,4,圣诞
voice/3040044000_Xmas2,今天是……圣诞节吧。\n那个……这个……呜呜……没事！,13,
voice/3040044000_newyear1,Happy New Year！,2,新年
voice/3040044000_newyear3,新、新年快乐！\n那个………………今年也，请多关照。,13,
voice/3040044000_Valentine1,那、那个……情人节快乐。,4,情人节
voice/3040044000_Valentine2,那、那个，这个，给你……\n欸！？　为什么……？<br>呜呜……团长坏心眼……,14,
voice/3040044000_whiteday1a,今天是白色情人节啊。,3,白情
voice/3040044000_whiteday2,你是我有点坐立不安？\n这、这是……那个……呜呜……,9,
voice/3040044000_whiteday3,这、这个给、给我……？真的吗！？谢谢，谢谢你。,7,
