path,trans,duration,note
voice/3990743000_mypage1,露莉亚，这座城市有什么样的美食，一起去看看吧,5,姬塔动画初始皮
voice/3990743000_mypage2,拉卡姆，有什么我可以帮忙的吗？没问题的！我可是干劲满满的！,6,
voice/3990743000_mypage3,卡塔莉娜，要一起去万事屋接新任务吗？,4,
voice/3990743000_mypage4,想让欧根教我各种各样的事情呢。,3,
voice/3990743000_mypage5,伊欧，陪我练习魔法嘛！,3,
voice/3990743000_mypage6,呵呵，萝赛塔和尤格多拉希尔关系真好啊。,4,
voice/3990743000_mypage7,说起来，碧到底是什么呢……？……是龙？,4,
voice/3990743000_mypage8,父亲，会在哪里呢……？,2,
voice/3990741000_mypage1,露莉亚，一起去看看这片天空的尽头究竟有什么吧！,5,古兰动画初始皮
voice/3990741000_mypage2,拉卡姆，能教教我怎么保养枪支吗？,3,
voice/3990741000_mypage3,卡塔莉娜约我去试吃她做的料理……没问题吧……？,3,
voice/3990741000_mypage4,不知道欧根在像我这么大的时候经历过怎样的旅行呢……？,4,
voice/3990741000_mypage5,伊欧，可以教我魔法吗？……能让人露出笑容的魔法。,5,
voice/3990741000_mypage6,萝赛塔好像知道一些有关露莉亚的秘密……,3,
voice/3990741000_mypage7,我买了苹果回来，碧。不过和赞克汀泽的品种不太一样呢……,5,
voice/3990741000_mypage8,天空的尽头……约定之地……我绝对会追上你的，父亲。,6,
