id,en,jp,trans
0-chapter_name,,十天の試練,十天的试炼
0-synopsis,,ウーノは、ニオが心の旋律を聴く力を取り戻したことを聞き、ニオの前に現れる。ウーノによれば、ニオが力を失ったという噂は、すでに広まってしまっているという。ウーノは、ニオが十天衆としての力を十分に持っていることを確かめるべく、ニオとの手合せを願い出る。,乌诺听说妮欧已经恢复了听取心灵旋律的力量，并出现在妮欧面前。根据乌诺的说法，据说妮欧失去能力的谣言已经传开。 乌诺希望与妮欧对决来确认妮欧有足够的力量作为十天众的一员。
0,,ニオ。話は聞いたよ。<br>心の旋律を聴く力が戻ったそうだね。,妮欧。我听说你聆听他人心灵旋律的能力已经恢复了。
1,,うん。少しだけだけれど。<br><span class='scene-font-spword'>九界琴</span>の力のおかげ。,是啊。尽管只是很少的一部分。多亏了九界琴的力量。
2,,安心したよ。<br>……それなら、<br>私が何をしに来たのかもわかるね。,这样子我就放心了。……那么，你也知道我来找你的原因了吧。
3,,わかるわ。<br>私の力、試しに来たのね。,知道。你是来考验我的。
4,,私が思うより早く、<br>君の噂は広がっているようだ。<br>誰かが動きだすまで、猶予はない。,看样子你失去能力的谣言传播得比我想象的要快啊。在某些人开始行动以前，不能再犹豫了。
5,,君と、大切な者を守るため、<br>この場で私と戦い、<br>その力を証明して欲しい。,为了保护你和你想要保护的那些重要的人，我希望你在这个地方与我对决来证明你确实有着这份力量。
6,,もちろん。そのつもり。,理所应当。我正有此意。
8,,十天衆の資格をかけた<br>試練というわけだ。<br>悪いが、手加減はできない。,这是验证你是否拥有十天众资格的试炼。抱歉，我没办法手下留情。
10,,うん。全力。,是啊。全力地来吧。
info,,1,scene_ult_chr130_q4_1_s10
