id,en,jp,trans
0-chapter_name,,十天の試練,十大天国的考验
0-synopsis,,聴覚が戻ってきたと語るニオに、安心するエッセル。話題はエッセルの双子の弟・カトルに移る。ニオはカトルがわざと殺気立った態度で挑んできたことを話し、「照れ屋なの？」とエッセルに尋ねる。「きっとそう。でも、あまり本人に言うと本気で怒るかも」と返すエッセルに対し、ニオは「カトルに言うのはやめとく」と返答するのだった。,
0,,ん……もう、心配いらないね。,嗯……看来已经不需要再担心了。
1,,……きっと。<br>聴覚も戻ってきたみたい。,……肯定。我的听觉似乎也恢复了。
2,,そっか。よかった。,如此。太好了。
3,,……ところで、あなたの弟。<br>複雑な旋律をしていたわ。,……顺便问一下，你的弟弟。他的旋律现在十分复杂。
4,,ん……<br>本当は優しい子なんだ。<br>でも、口が悪くて。,嗯……他其实是个很温柔的人。但是，爱说脏话。
5,,わざと怖い音色を響かせていたみたい。<br>照れ屋なの？,他似乎在刻意制造吓人的旋律。他是在害羞吗？
6,,きっとそう。<br>でも、本人に言うと<br>本気で怒るかも。,绝对没错。但你要是当面和他说的话，说不定会真的发火的。
7,,うん、カトルに言うのはやめとく。,嗯，记得别跟卡鲁托说哦。
info,,1,scene_ult_chr130_q4_9_s20
