id,en,jp,trans
0-chapter_name,,十天の試練,十天众的试炼
0-synopsis,,ニオの力を試すため、次に現れたのは十天衆頭目・シエテだった。「どうかな？　親睦深めるために今度メシでも……」と軽い口調で話しかけてくるシエテに対し、面倒くさそうに対応するニオ。つれないニオの態度に苦笑しつつ、シエテはニオに勝負を仕掛ける。,为了测试妮欧的力量，十天众团长希耶提出现了在妮欧的旁边。 妮欧回应了看似令人不安的问候，尽管面色不是很好。希耶提与妮欧进行了一场比赛。
0,,やあ、ニオ。<br>調子はどうだい？,呀，妮欧。状况怎么样？
1,,普通。,普通。
2,,ははは、普通で何よりだねぇ。<br>そんなに落ち込んでないって<br>聞いてたけど、実際に見て安心したよ。,哈哈哈，普通就比什么都好。虽说听说你没有那么沮丧，实际看到你的样子以后我就放心了。
3,,そうね。,是这样。
4,,ちょっと～、ニオちゃん相変わらず<br>俺にはつれないねぇ？　どうかな？<br>親睦深めるために今度メシでも……,喂喂〜，妮欧对我还是一如既往的冷淡呢？为了加深好感度，这次去吃个饭也不错……？
5,,…………,……
6,,でたでたニオのため息！　まぁ、<br>それが聞けて安心……ごめんごめん。<br>こういうノリ、苦手だったよねぇ？,妮欧无奈的叹息！嗯，听到这个我就放心了……抱歉抱歉。我还挺不擅长这类节奏呢？
7,,……十天衆を相手に戦うとなると<br>さすがの俺も心の準備が必要でね。<br>,……毕竟是以十天众为对手战斗，就算是我也需要一点时间去调整心态呢。
8,,だが……<br>キミのために必要なら仕方ない。,不过……这是为了你而必须要做的事，也没办法。
10,,十天衆が頭目、天星剣王のシエテ……<br><span class='scene-font-4'>参る！</span>,十天众的头目——天星剑王希耶提，参上！
info,,1,scene_ult_chr130_q4_7_s10
