path,trans,duration,note
voice/3040102000_mypage1,为什么不把头发盘起来？……我会盘的。只是如果盘得太紧，不好好梳的话就解不开了。魔法也不是万能的呢。,16,玉米
voice/3040102000_mypage2,为什么不吃玉米就无法发挥出力量？因为……玉米很美味？,10,
voice/3040102000_mypage3,肚子饿了……,2,
voice/3040102000_s1_halloween0,万圣节快乐！,2,万圣
voice/3040102000_s1_halloween1,不给糖就捣蛋！,2,
voice/3040102000_s1_halloween2,啊……给我糖果……肚子饿了……,8,
voice/3040102000_s1_christmas0,圣诞快乐！,2,圣诞
voice/3040102000_s1_christmas1,今晚是平安夜的庆典啊。大家一起来装饰圣诞树吧。,6,
voice/3040102000_s1_newyear0,新年快乐！,2,新年
voice/3040102000_s1_newyear1,今年也……请多关照。,3,
