path,trans,duration,note
voice/3030079000_Halloween1,不给糖，就捣蛋。,4,万圣
voice/3030079000_Halloween2,关于节日·万圣节的情报已经输入完毕。,6,
voice/3030079000_Halloween3,糖果类的准备工作已经完成。\n团长，我要求你对我恶作剧或是夺取糖果。,10,
voice/3030079000_Valentine1,情人节，快乐！,2,情人节
voice/3030079000_Valentine2,姬塔，我已成功购入了情人节用的巧克力。,5,
voice/3030079000_Valentine3,请求摄取情人节巧克力，请吃。,5,
voice/3030079000_birthday1,Happy——Bir——thday！,2,生日
voice/3030079000_birthday2,生日快乐！姬塔,2,
voice/3030079000_birthday3,我采购了旅行需要的物资作为生日礼物，准备有一天与你一起前往星之岛。,10,
voice/3030079000_Xmas1,圣诞快乐！,2,圣诞
voice/3030079000_Xmas2,平安夜是什么，团长？,3,
voice/3030079000_newyear1,新年、快乐。,4,新年
voice/3030079000_newyear2,已确认元旦的日出，团长。,4,
