id,en,jp,trans
0-chapter_name,,第1話　忍び寄る影,第一章 悄然而至的暗影
0-synopsis,,眠りから目覚めたカタリナは、姬塔達と別れアルビオンに残ったという夢を実際に起こったものだと思い込んでいた。姬塔達に説明を受け、カタリナは正しい記憶を取り戻すも、自らの勘違いに首を傾げるのだった。,  从睡梦中醒来的卡塔丽娜，将梦中与众人再阿尔比昂分别的事情当做了实际发生的事情。虽然在姬塔等人解释后，找回了正确的记忆，然而却也随之产生了一些疑惑。
0,,カタリナ、カタリナ、起きて！<br>朝だよ？,卡塔丽娜，卡塔丽娜，起床了！已经早上了！
1,,すぅ……すぅ……,呼……呼……
2,,ねぇ、カタリナってば！<br>起きて！,呐，卡塔丽娜！起床了！
4,,お～い、そろそろ<br>朝飯食いに行こうぜ！,喂！差不多该吃早饭了！
5,,ん？<br>カタリナ、まだ寝てんのか。<br>へぇ、珍しいこともあるもんだな！,嗯？卡塔丽娜还在睡吗。嘿，这可真是少见呢！
6,,カーターリーナー！,卡——塔——丽——娜——
7,,<span class='scene-font-katari'>ルリアが思いっきり揺さぶると、</span><br><span class='scene-font-katari'>やっとカタリナが</span><br><span class='scene-font-katari'>うっすらと瞼を開いた。</span>,露莉娅拼命地摇晃着，卡塔丽娜总算稍微睁开了眼睛。
8,,う……うぅん……,唔……唔嗯……
9,,おはようカタリナ！<br>ふふっ、今日はお寝坊さんなんだね？,早上好卡塔丽娜！呼呼！今天睡过头了呢？
10,,ん……ルリア……？<br>どうしてここに……？,嗯……露莉娅……？你怎么在这……？
11,,えっ？　どうして、って……<br>カタリナがなかなか起きないから、<br>起こしに来たんだよ？,诶？为什么……因为卡塔丽娜还没起床，所以来叫你起床的呀？
12,,姬塔も……<br>ビィくん、それにラカムも……<br>何故アルビオンに……？,姬塔也……碧，还有拉卡姆……为什么在阿尔比昂……？
13,,ア、アルビオン？<br>何を言ってるの、カタリナ……,阿，阿尔比昂……？你在说什么……
14,,……あぁ、そうか。<br>わざわざ私を訪ねて来てくれたんだな。,……啊，这样吗。你们是特地回来看我吗。
15,,前もって言っておいてくれれば、<br>茶菓子のひとつも用意したのに。,明明如果提前说的话，还能准备一些点心呢。
16,,姐さん、何言ってんだよ！<br>寝ぼけてんのか？<br>ここはアルビオンじゃねぇよ！,大姐，你在说什么呢！睡昏头了吗？这里不是阿尔比昂啊！
17,,アルビオンじゃ……ない？<br>ビィくんこそ何を言っているんだ。,不是……阿尔比昂……？碧在那边说什么呢。
18,,私は君達と別れ、<br>アルビオンのヴィーラの元に<br>残ったじゃないか。,我不是已经和你们分别，和维拉一起留在阿尔比昂了吗。
19,,カタリナ、私達<br>ずっと一緒に旅をしてきたよね？<br>……忘れちゃったの？,卡塔丽娜，我们一直在一起旅行的呀？……你忘了吗？
20,,カタリナは、<br>アルビオンに残ったりしなかったよ。,你并没有留在阿尔比昂。
21,,ヴィーラさんも<br>もうアルビオンの領主さんじゃない。<br>そうでしょ？　カタリナ……,维拉也不再是阿尔比昂的领主了，不是这样吗？卡塔丽娜……
22,,<span class='scene-font-katari'>涙交じりに話すルリアに加勢して、</span><br><span class='scene-font-katari'>姬塔もカタリナの言葉の</span><br><span class='scene-font-katari'>おかしい部分を指摘する。</span>,和流着泪的露莉娅一同，姬塔也指出了卡塔丽娜的话中一些不合理的部分。
23,,……私は、ルリアと<br>離れたりしなかった。<br>それに、ヴィーラも……,……我没有和露莉娅分开。而且，维拉也……
24,,そうだぜ、姐さん！<br>まったく、まだ寝ぼけてんのかよぅ！,没错！大姐头！真是的！你又睡昏头了吗！
25,,……そうだ、<br>アルビオンに残ろうとした<br>私を姬塔達が……,……对了，留在了阿尔比昂的话我和姬塔他们……
26,,……私は、何を言っていたんだ？<br>何故こんな勘違いを……,.我都说了些什么啊？为什么会搞错到这种地步……
27,,落ち着いたか、カタリナ？,冷静下来了吗，卡塔丽娜？
28,,あぁ……<br>やけに真に迫った夢を見たんだが、<br>それを引き摺ってしまったようだ。,啊啊……做了一个十分逼真的梦，大概是被那个影响到了吧。
29,,心配させてすまなかった、ルリア。<br>寝ぼけてしまったんだ。,让你担心了，真对不起，露莉娅。是我睡傻了。
30,,もう、カタリナったら……<br>驚いちゃったよ……<br>ぐすっ。,真是的……卡塔丽娜……吓死我了……
31,,やれやれ、姐さんも<br>ここのところの忙しさで<br>疲れちまってるみたいだな。,哎呀哎呀，大姐头也应该是最近太忙了累了吧。
32,,そうだな、昨日は随分歩き回ったし<br>今日は宿でのんびりするかぁ。,是啊，昨天走了很多路，今天就在旅馆里悠闲地度过吧。
33,,<span class='scene-font-katari'>カタリナの様子が元に戻り、</span><br><span class='scene-font-katari'>姬塔達は</span><br><span class='scene-font-katari'>胸を撫で下ろす。</span>,卡塔丽娜恢复了原样，众人也松了一口气。
36,,…………,…………
37,,姉さん？<br>どうしたの？,姐姐？怎么了？
38,,……夢が……乱れた。,……梦……变乱了。
39,,夢が？<br>……まさか、星晶獣オネイロス！？<br>この街にいるの！？,梦？……难道是，星晶兽奥涅伊洛斯？！在这条街上？！
40,,オネイロスの被害が出る前に、<br>あいつを止めなきゃ！<br>行こう、姉さん！,在它造成伤害前不阻止的话……！走吧，姐姐！
41,,……さかさま、さかさま。<br>どっちがホント？<br>それともウソ？,.……颠倒，颠倒。哪边是真实？还是说谎言？
42,,<span class='scene-font-katari'>弟に手を引かれ、</span><br><span class='scene-font-katari'>少女は歌うように呟く。</span>,被弟弟拉着的少女仿佛唱歌一样地呢喃着。
43,,<span class='scene-font-katari'>夢と現実の間にある壁にヒビが入り、</span><br><span class='scene-font-katari'>悪夢は姬塔達の今を</span><br><span class='scene-font-katari'>侵食せんとしていた。</span>,梦梦与现实之间的墙壁产生了裂缝，恶梦正侵蚀着姬塔一行人。
info,,1,scene_evt160531_cp1_q4_s10
