id,en,jp,trans
0-chapter_name,,第1話　忍び寄る影,第一章 悄然而至的黑影
0-synopsis,,市場を見て回っていた姬塔達は、呼び込みにひかれ夢占いを受ける。夢占い師のヴェトルは姬塔、カタリナ、ラカムに不穏な占いの結果を伝えるのだった。,正在市场闲逛的众人被梦占卜吸引了。占卜师薇特尔分别告诉了姬塔，卡塔丽娜和拉卡姆令人不安的占卜结果。
0,,<span class='scene-font-katari'>姬塔達は連れ立って</span><br><span class='scene-font-katari'>市場へと買い物に出かけた。</span>,姬塔一行人结伴前往市场购物。
1,,ビィくん、青果市場は<br>この辺りだそうだぞ。,碧，水果市场在这边哟。
2,,おっ！　いいリンゴあるかなぁ～？<br>探しに行こうぜ！,哦！会有好吃的苹果嘛~？找找看吧！
4,,あっ！<br>ビィさん、待ってください～！,啊！碧，等等我~！
7,,この辺りは服屋か。<br>靴、履き潰す前に<br>一足買っておくかなぁ……,这边是服装店吗。在鞋子穿坏之前，再买一双比较好吧…….
8,,おっ！　この髪飾りは<br>ルリアの髪に合いそうだな。<br>ほら、ちょっと試してみろよ！,哦！这个发饰应该和露莉娅很相称，来，戴一下试试！
9,,えへへ……どうですか、姬塔？<br>似合ってますかね？,诶嘿嘿……怎么样，姬塔？合适吗？
10,,こっちの服も可愛いな。<br>ルリア、試着させてもらったらどうだ？,这边的衣服也很可爱呢，露莉娅，试穿一下如何？
13,,この辺りは武器屋が多いんだな！<br>姐さんが気に入る剣はあるかなぁ？,这边武器店很多啊！有没有大姐中意的剑呢？
14,,おっと、姬塔。<br>そろそろ幾つか研ぎに出した方が良い<br>武器があるんじゃないか？,哦，姬塔。不是有些该重新打磨的武器吗？
15,,しばらくこの島にいるつもりなら、<br>この辺りの店で頼むといいかもな。,要是我们打算留在这个岛上一段时间的话，委托给这边的店来做也行吧。
21,,<span class='scene-font-katari'>姬塔達は</span><br><span class='scene-font-katari'>市場を歩き回り、</span><br><span class='scene-font-katari'>軒を連ねる屋台を覗く。</span>,姬塔一行人在市场逛来逛去，四处打量着商店橱窗。
22,,<span class='scene-font-katari'>夕食について相談し始めた頃、</span><br><span class='scene-font-katari'>市場の一角から呼び込みをする</span><br><span class='scene-font-katari'>少年の声が響いてきた。</span>,在正讨论着晚饭的时候，从市场的一角传来了少年招揽客人的声音。
23,,夢占い、夢占いはいかがですか？<br>良く当たりますよ～！,梦占卜，要来做梦占卜吗？非常准的哦~！
24,,へぇ、夢占いねぇ。<br>そうだ、今日の夢を<br>占って貰ったらどうだ？,嘿—梦占卜呢，对了，占卜一下今天的梦如何？
25,,夢で怖い思いした分<br>案外、いい結果が出たり<br>するかもしれないぜ。,可怕的梦也许会意外地占卜出个好兆头呢。
26,,夢で見たこととは<br>逆のことが起こる、とか<br>聞いた覚えがあるしよ。,我以前听说过“梦都是相反的”之类的说法。
27,,<span class='scene-font-katari'>姬塔達が夢占いについて</span><br><span class='scene-font-katari'>話しているのが聞こえたらしく、</span><br><span class='scene-font-katari'>呼び込みの少年が話しかけてきた。</span>,好像听见了姬塔一行正讨论梦占卜，招客的少年上前来搭话了。
28,,あの、夢占いに興味がおありですか？<br>姉さんの占い、よく当たりますよ！,那个，你们对梦占卜有兴趣吗？姐姐的占卜，十分准哟！
29,,えっと……その、私は……,那个……我……
30,,<span class='scene-font-katari'>気が引けた様子のルリアを見て、</span><br><span class='scene-font-katari'>姬塔は自分が</span><br><span class='scene-font-katari'>夢占いを受けることにする。</span>,看着露莉娅难为情的样子，姬塔提出自己想要做梦占卜。
31,,それじゃあ、折角だから<br>私も見てもらうことにしようか。,既然这样，机会难得也看看我的吧。
32,,お？　じゃあ俺もやってもらおうかな。<br>三人占ってもらえるか？,哦？那我也来做做看吧。三个人占卜可以吗？
33,,はい！<br>こちらへどうぞ。,好的！这边请。
36,,<span class='scene-font-katari'>少年は近くの店で</span><br><span class='scene-font-katari'>間借りをしていると話し、</span><br><span class='scene-font-katari'>姬塔達を案内した。</span>,少年带领姬塔一行来到了在附近租借的店铺。
37,,姉さん、ヴェトル姉さん！<br>お客さんが来てくれたよ！,姐姐，薇特尔姐姐！有客人来了！
38,,ふわぁ……モルフェ……？<br>むにゃむにゃ……,呼啊……莫尔菲……？
39,,おや？<br>彼女が占い師さんなのか？,哦呀？她就是占卜师吗？
