id,en,jp,trans
0-chapter_name,,エンディング,结束
0-synopsis,,現実世界へと戻り、星晶獣オネイロスの過去を聞く姬塔一行。星の民に見捨てられたオネイロスは人を信じられなくなっていたものの、モルフェは傷ついているからといって他人を傷つけていいはずがない、と姉を諭す。そしてモルフェは自分達に、姬塔達からの罰を求めるが、姬塔はふたりを許し、孤独な彼女を仲間に迎え入れるのだった。,
0,,<span class='scene-font-katari'>姬塔達は</span><br><span class='scene-font-katari'>荒れ狂うオネイロスを打ち倒した。</span>,姬塔一行打败了狂暴的奥涅伊洛斯。
1,,うぅっ……うぅううう……！！,呜呜……呜呜……！ ！
6,,ヴェトル……！<br>では、先ほどの話は……やはり……,……薇特尔……！那么，刚刚那些话，果然是……
8,,うわっ！？<br>なんだぁ！？,呜哇？！咋回事？！
9,,…………！<br>いけない、姉さんは<br>この夢を維持できなくなってるんです！,……！不行了，姐姐已经无法继续维持这个梦境了！
10,,んなっ！？<br>じゃ、じゃあどうすりゃいいんだ！？,什么？！那，那我们该怎么办？！
11,,夢の回廊を通って、<br>現実の世界に戻りましょう！<br>僕についてきて……あっ……,穿过梦之回廊，回到现实世界！跟我来……啊……
12,,あ、あの……僕は、<br>姉さんに作られました……けど……<br>皆さんを、騙そうとしてるわけじゃ……,那，那个……我是被姐姐做出来的……但是，骗了大家……
13,,おいおい、今そんなこと<br>気にしてる場合かよ！,喂喂，现在是在意这个的时候吗！
14,,そうだな、早いところ<br>この悪夢から脱出するとしようや！,是啊，赶紧从这个恶梦中脱离吧！
15,,……ありがとうございます。<br>行きましょう、こっちです！,……谢谢大家。走吧，这边！
16,,ヴェトルちゃん……<br>じゃなかった、オネイロスちゃん？<br>行きましょう！,薇特尔……不对，奥涅伊洛斯？一起走吧！
17,,えっ……,诶……
18,,さぁ、早く！,来，快点！
19,,<span class='scene-font-katari'>姬塔達は</span><br><span class='scene-font-katari'>モルフェに連れられ</span><br><span class='scene-font-katari'>夢の回廊を駆け抜ける。</span>,莫尔菲带着姬塔一行人走出了梦之回廊
20,,…………,…………
21,,<span class='scene-font-kokoro'>（……姉さん……）</span>,（……姐姐……）
27,,<span class='scene-font-kokoro'>（姉さん……星晶獣オネイロスは、</span><br><span class='scene-font-kokoro'>自分を生み出した星の民のことが</span><br><span class='scene-font-kokoro'>大好きだった……）</span>,（姐姐……星晶兽奥涅伊洛斯，曾经十分喜欢创造了自己的星之民一族……）
