id,en,jp,trans
0-chapter_name,,第4話　夢魔の罠,第四章 梦魔的陷阱
0-synopsis,,グランサイファーと共に空へと飛び立ったラカム。しかし、突如グランサイファーは操舵を受け付けなくなり、ラカムを乗せたまま墜落してしまう。大怪我を負ったラカムは血の匂いを嗅ぎつけた魔物達に囲まれ、自らの死を覚悟する。,拉卡姆与格兰赛法一同起航。然而，格兰赛法突然失去控制，带着拉卡姆一同坠落。受了重伤的拉卡姆被闻到血味而来的魔物包围，做好了死去的觉悟。
5,,<span class='scene-font-kokoro'>（騎空艇グランサイファー。</span><br><span class='scene-font-kokoro'>幼い頃から俺が憧れ続けた、</span><br><span class='scene-font-kokoro'>特別な艇。）</span>,（骑空艇格兰赛法。是我从小就一直憧憬着的，特别的骑空艇）
6,,<span class='scene-font-kokoro'>（操舵技術を学び、磨き、</span><br><span class='scene-font-kokoro'>俺は遂にグランサイファーと共に</span><br><span class='scene-font-kokoro'>空へと旅立った。）</span>,（我努力学习并磨练自己的操舵技术，终于和格兰赛法一同踏上了旅途）
9,,<span class='scene-font-kokoro'>（高度はぐんぐん上がり、</span><br><span class='scene-font-kokoro'>グランサイファーは</span><br><span class='scene-font-kokoro'>雲を突き抜けていく。）</span>,（随着高度逐渐上升，格兰赛法突破了云层）
10,,<span class='scene-font-kokoro'>（信じられない程の開放感。</span><br><span class='scene-font-kokoro'>俺とグランサイファーは一体となり、</span><br><span class='scene-font-kokoro'>どこまでも空を駆けていく。）</span>,（难以置信的开放感。我和格兰赛法合为一体，随心所欲地飞行）
11,,<span class='scene-font-kokoro'>（…………そのはずだった。）</span>,（……本应如此的。）
12,,くそっ……！<br>どうなってんだよ！！,该死的……！发生了什么事！ ！
13,,<span class='scene-font-kokoro'>（突然、グランサイファーは</span><br><span class='scene-font-kokoro'>俺の言うことを聞かなくなった。）</span>,（突然，格兰赛法不再听我的话了）
14,,<span class='scene-font-kokoro'>（高い空から身を投げ出すように、</span><br><span class='scene-font-kokoro'>俺とグランサイファーは</span><br><span class='scene-font-kokoro'>落ちていく……）</span><br>,（仿佛被从高空中抛下一般，我和格兰赛法一同坠落……）
19,,<span class='scene-font-kokoro'>（何が起こったのか解らず</span><br><span class='scene-font-kokoro'>呆然としていた俺の意識を</span><br><span class='scene-font-kokoro'>酷い痛みが引き戻す。）</span>,（无法理解状况而呆住的我的意识被剧烈的疼痛感拉了回来）
20,,<span class='scene-font-kokoro'>（窓を突き抜け放り出された俺に</span><br><span class='scene-font-kokoro'>グランサイファーだったものが</span><br><span class='scene-font-kokoro'>降り注ぎ、肉を潰し骨を折る。）</span>,（格兰赛法的残骸倾泻在被冲出舷窗的我的身上，一片血肉模糊）
21,,ぐはっ……,咳咳……
22,,<span class='scene-font-kokoro'>（赤く染まり行く視界に、</span><br><span class='scene-font-kokoro'>俺の血を嗅ぎつけた</span><br><span class='scene-font-kokoro'>魔物の姿が見えた。）</span>,（在逐渐染红的视线中，出现了循血味而来的魔物）
23,,<span class='scene-font-kokoro'>（奴らに食われて死ぬか、</span><br><span class='scene-font-kokoro'>それとも死んだ俺を奴らが食うのか。</span><br><span class='scene-font-kokoro'>どちらにしろ、これで終わりだ。）</span>,（不论是被它们啃食而死，还是死后被它们吃了，总之这就全都完了）
24,,……あぁ……つまらない、……<br>……人生だった、な……,……啊啊……真是……无聊的，人生……
25,,<span class='scene-font-kokoro'>（あっけない幕引きに苦笑する。</span><br><span class='scene-font-kokoro'>無性に、煙草が吸いたかった。）</span>,（这无聊的终幕令人苦笑。这个时候非常想要抽一支烟。）
info,,1,scene_evt160531_cp4_q2_s10
