id,en,jp,trans
0-chapter_name,,第6話　迷妄、払いて,第六章 迷惘 消除
0-synopsis,,星晶獣オネイロスは弟として扱っていたモルフェは自らが生み出した人形に過ぎないことを明かす。そのことにショックを受けるモルフェに対し、姬塔とルリアはモルフェに寄り添い、手を差し伸べる。そんな姬塔達を見て激昂したオネイロスは、一行に襲いかかってくる。,
0,,<span class='scene-font-katari'>姬塔達が倒した</span><br><span class='scene-font-katari'>モルペウス達を眺め、</span><br><span class='scene-font-katari'>オネイロスは皮肉な笑顔を浮かべる。</span>,奥涅伊洛斯望着被姬塔等人打倒的莫尔佩乌斯们，露出了讽刺的笑容。
1,,……ほらね、どんなに仲良くしても……<br>自分が危なければこうして<br>壊してしまうんだわ！,……看吧，不管多么要好……一旦自己陷入危机，马上就全都毁掉了！
2,,くっ……気分のいいものではないな……,……真是令人不适……
3,,<span class='scene-font-katari'>仲良くなったモルフェと</span><br><span class='scene-font-katari'>同じ姿の魔物達を相手取り、</span><br><span class='scene-font-katari'>姬塔も胸を痛める。</span>,与长得与关系要好的莫尔菲一样的魔物们战斗，姬塔也感到一阵心痛。
4,,うぅ……モルフェくん……,呜呜……莫尔菲……
5,,あはは！　モルフェ？<br>あのモルフェに会いたいの？<br>だったら……ほら！！,啊哈哈！莫尔菲？想见那个莫尔菲吗？既然如此……看吧！！
6,,<span class='scene-font-katari'>オネイロスが手を振ると、</span><br><span class='scene-font-katari'>森の茂みの傍に</span><br><span class='scene-font-katari'>モルフェが佇んでいた。</span>,随着奥涅伊洛斯的手一挥，莫尔菲出现在森林的树丛旁。
7,,…………,…………
8,,モルフェ……なのか？,是……莫尔菲吗？
9,,あ……れ……？<br>ぼ、僕は……？,啊……咧……？我，这是……？
10,,ふふっ……お目覚めの気分はどう？<br>モルフェ。,呵呵……醒来的感觉如何？莫尔菲。
11,,オネイロス！？<br>……っ……<br>…………姉、さん？,！ ？ 奥涅伊洛斯？！…………姐姐？
12,,姉さん？　何を言ってるんだ、僕は……<br>でも、でも……,姐姐？我在……说什么……但是，但是……
13,,姉弟ごっこはもうおしまい。<br>とってもつまらなかったわ。,姐弟过家家结束了。真是无聊透顶。
14,,姉さん……<br>姉さん、なんだよね……？<br>何を言ってるの……？,姐姐……是姐姐吧？你在说什么……？
15,,ちっちゃなドラゴンも<br>青い髪の女の子も、<br>上手く悪夢に取り込めなかった。,因为没法顺利地把那个小龙和蓝色头发的女孩子都骗到恶梦中来，
16,,だから人形遊びを始めたの。<br>悪夢を周りにばらまいて、<br>一番深い夢へ呼び寄せた。,所以我才开始制作人偶。把恶梦向周围散播出去，把他们召集到这梦境的最深处。
17,,そんな……！<br>じゃあ、僕は……,怎么这样……！那，我是……
18,,あなたは私のお人形。<br>この人達を私の夢の中に<br>呼び寄せるための……,你是我的人偶。是为了帮我将这些人召集到梦中而……
19,,に、人形？<br>嘘だ！　だって僕は……<br>……僕は、あの島で生まれ育った……,人，人偶？说谎！因为我是……我是，在那个岛长大的……
20,,島？　どこの島？　なんて島？<br>お父さんとお母さんの名前は？<br>友達なんていたかしら？,岛？哪里的岛？什么样的岛？父亲和母亲的名字是？有过朋友吗？
21,,あっ……ああっ……！,啊……啊……！
22,,……僕、僕は……<br>……僕は、作り物の……,.……我，我是……被制作出的……
23,,お人、形……,人，偶……
24,,<span class='scene-font-katari'>オネイロスの言葉に</span><br><span class='scene-font-katari'>自分が何なのかを思い出した</span><br><span class='scene-font-katari'>モルフェは泣き崩れる。</span>,听了奥涅伊洛斯话之后回想起自己真实身份的莫尔菲放声大哭。
25,,<span class='scene-font-katari'>だが、そんな彼の傍らに</span><br><span class='scene-font-katari'>寄り添う者があった。</span>,然而，在他的身边有了亲近的人。
26,,……モルフェくん。<br>昔の記憶は作り物でも……,……莫尔菲。就算过去的记忆是假的……
27,,私達と一緒に冒険した記憶は、<br>作り物なんかじゃありません！,但和我们一起冒险的记忆并不是被编造出来的！
28,,ルリアさん……,露莉娅……
29,,モルフェくんは、<br>お人形なんかじゃない……<br>……私達の、お友達です！,莫尔菲，不是人偶……是我们的朋友！
30,,<span class='scene-font-katari'>姬塔もルリアの言葉に頷き、</span><br><span class='scene-font-katari'>膝をついたモルフェに</span><br><span class='scene-font-katari'>手を差し伸べる。</span>,姬塔也点头赞同露莉娅的话，蹲下身子向莫尔菲伸出手
31,,…………！<br>嘘吐き！！,……！骗子！！
32,,嘘吐きよ、全部嘘！　嘘！　嘘！！<br>優しくするのは騙すため、<br>利用して、利用して、利用して……！,全都是谎言！谎言！谎言！！这么温柔都是为了欺骗我，然后利用，利用，利用……！
33,,壊れたら捨てちゃうんだわ！<br>私、知ってる……知ってるんだからぁ！,坏了的话马上就会被丢掉！我知道的……我全都知道！
34,,くそぉ！<br>なんなんだよぉ、こいつ！,可恶！怎么回事啊这家伙！
35,,オネイロス、どうして私達が<br>そんなに嫌いなんですか？,奥涅伊洛斯，什么会这么讨厌我们？
36,,もし何か悪いことをしてしまったなら<br>謝ります。<br>だから……,如果是我们做错了什么的话，我道歉。所以……
37,,もう、黙ってぇえええ！！,够了。住口！！！
38,,<span class='scene-font-katari'>泣き叫ぶオネイロスは</span><br><span class='scene-font-katari'>取り乱すまま</span><br><span class='scene-font-katari'>姬塔達に襲いかかる。</span>,哭叫着的奥涅伊洛斯失去理智地袭向姬塔一行。
