id,en,jp,trans
2,,<span class='scene-font-katari'>騎空士となり</span><br><span class='scene-font-katari'>空へ旅立つ日を夢見る少年、</span><br><span class='scene-font-katari'>姬塔。</span>,梦想成为骑空士在空中旅行的少年，古兰。
3,,<span class='scene-font-katari'>今日も彼は修行のため</span><br><span class='scene-font-katari'>武器を片手に</span><br><span class='scene-font-katari'>村にほど近い森を訪れていた。</span>,今天也为了修行，带着武器来到了村庄附近的森林。
4,,<span class='scene-font-katari'>騎空士となり</span><br><span class='scene-font-katari'>空へ旅立つ日を夢見る少女、</span><br><span class='scene-font-katari'>姬塔。</span>,梦想成为骑空士在空中旅行的少女，姬塔。
5,,<span class='scene-font-katari'>今日も彼女は修行のため</span><br><span class='scene-font-katari'>武器を片手に</span><br><span class='scene-font-katari'>村にほど近い森を訪れていた。</span>,今天也为了修行，带着武器来到了村庄附近的森林。
6,,<span class='scene-font-katari'>訓練の合間に</span><br><span class='scene-font-katari'>休憩を取ろうとした姬塔は</span><br><span class='scene-font-katari'>茂みを揺らす音を聞き警戒する。</span>,在训练中小休片刻时听到了树丛中的异动，警觉起来。
8,,…………！！,…………！ ！
9,,<span class='scene-font-katari'>茂みから現れたのは</span><br><span class='scene-font-katari'>怯えた様子の少女だった。</span>,从树丛中现身的，是看起来十分惊恐的少女。
10,,どこへ逃げた！？<br>……散開して捜索に当たれ！,逃到哪里去了？！……分散搜索！
11,,<span class='scene-font-katari'>遠くから響いてきた声に</span><br><span class='scene-font-katari'>震えた少女は、</span><br><span class='scene-font-katari'>姬塔に縋りついてくる。</span>,少女被从远处传来的身声音吓得浑身颤抖，紧紧抓住了姬塔。
12,,……あ、あの！<br>た、助けてください！,那，那个……请，请帮帮我！
13,,<span class='scene-font-katari'>困惑する姬塔と</span><br><span class='scene-font-katari'>少女の前に、</span><br><span class='scene-font-katari'>兵士が数人姿を現した。</span>,数名士兵出现在了正在困惑的姬塔和少女的面前。
14,,いたぞ！<br>取り囲んで逃げ道を塞げ！,在这里！包围住她，别让她跑了！
15,,……そこの子供！<br>武器を手放し、その娘から離れろ！,……那边的小孩，放下武器，离开那个小姑娘！
16,,お願い……助けて……,求求你，帮帮我……
16-sel1_txt,,<span class='scene-font-katari'>少女を庇う</span>,保护少女
16-sel2_txt,,<span class='scene-font-katari'>帝国兵に従う</span>,服从帝国兵
17,,<span class='scene-font-katari'>姬塔は少女を庇って</span><br><span class='scene-font-katari'>帝国兵へ剣を向ける。</span>,姬塔为保护少女，对着帝国兵举起了剑。
18,,ちっ……抵抗しなければ<br>そのまま逃がしてやったものを……<br>仕方あるまい！,切……不抵抗的话还打算就这么放你走呢……没办法了！
20,,総員構え！<br>障害を排除、少女を確保しろ！,全员准备！排除障碍！抓住少女！
21,,<span class='scene-font-katari'>周囲に待機していた帝国兵が</span><br><span class='scene-font-katari'>姬塔と少女を取り囲む。</span>,在周边待机的帝国兵包围住了姬塔与少女。
23,,<span class='scene-font-katari'>姬塔は帝国兵に抵抗し、</span><br><span class='scene-font-katari'>少女を守ろうとしたが……</span>,姬塔为了保护少女而与帝国兵抵抗，然而……
27,,きゃああああっ！！<br>そんな、しっかり……<br>しっかりしてください！！,啊啊啊啊————！！怎么这样，振作，请振作一点！！
28,,<span class='scene-font-katari'>姬塔を切り伏せた</span><br><span class='scene-font-katari'>帝国兵達が少女に迫る。</span>,打倒了姬塔的帝国兵们逼近着少女。
29,,障害の排除を確認！<br>少女を捕えろ！！,障碍已经排除！抓住那个少女！！
30,,離してっ！<br>お願い、その人を……！,放开我！求求你，把那个人……！
31,,大人しくしろ！,老实点！
34,,あうっ……,啊呜……
36,,<span class='scene-font-katari'>帝国兵達は少女を引き摺り連行する。</span><br><span class='scene-font-katari'>遠のく意識の中で姬塔は</span><br><span class='scene-font-katari'>少女の泣き声を聞いていた。</span>,帝国兵拖走了少女。从逐渐飘远的意识中，传来了少女的哭声。
37,,<span class='scene-font-katari'>姬塔は帝国兵の指示に従い、</span><br><span class='scene-font-katari'>武器を地面に置き</span><br><span class='scene-font-katari'>少女から距離を取る。</span>,姬塔听从帝国兵的指示，把武器放到地面，并和少女保持距离。
38,,……よし！<br>少女を確保しろ！！,…………好！抓住少女！
39,,い、いや……！,不，不要……！
41,,<span class='scene-font-katari'>少女は後退り、</span><br><span class='scene-font-katari'>茂みへ逃げ込もうと駆け出す。</span>,少女向后退着逃向了树丛的方向。
44,,<span class='scene-font-katari'>だが、少女が飛び込もうとした方向から</span><br><span class='scene-font-katari'>辺りを囲んでいた帝国兵が現れた。</span>,然而，从少女逃跑的方向出现了出现了包围着靠近的帝国兵。
45,,捕まえろ！<br>多少怪我をさせても構わん！！,抓住她！就算让她受点伤也无所谓！
48,,あ……あぁっ……！,啊……啊啊！
50,,きゃああああああああ！,啊啊啊啊啊啊啊啊！
53,,<span class='scene-font-katari'>姬塔は、帝国兵が</span><br><span class='scene-font-katari'>ぐったりとした少女を連行する様を</span><br><span class='scene-font-katari'>呆然と見つめていた。</span>,姬塔只是，呆呆地注视着帝国兵带走精疲力尽的少女的场景。
info,,1,scene_evt160531_cp0_q1_s10
