path,trans,duration,note
voice/3040096000_s1_halloween1,万圣节快乐！,2,万圣
voice/3040096000_s1_halloween2,不给糖就捣蛋！,2,
voice/3040096000_s1_halloween3,我用多下来的南瓜做了汤，团长要不要来尝一口？\n好烫！呼……呼……来，请用。,14,
voice/3040096000_s1_christmas1,圣诞快乐！,2,圣诞
voice/3040096000_s1_christmas2,愿你度过美好的平安夜。,2,
voice/3040096000_s1_christmas3,我也在为团长祈祷，愿你能度过一个美好的平安夜。,5,
voice/3040096000_s1_newyear2,新年快乐！,3,新年
voice/3040096000_s1_newyear3,恭贺新年！,2,
voice/3040096000_s1_newyear4,我祝愿团长今年也充满幸福！,5,
voice/3040096000_s1_valentine1,情人节快乐！,2,情人节
voice/3040096000_s1_valentine2,我试着为团长做了糖果。\n偶尔也一边享受糖果和红茶，一边和我们聊聊天吧？,10,
