path,trans,duration,note
voice/3040123000_s1_halloween1,万圣节快乐！,2,万圣
voice/3040123000_s1_halloween2,不给糖就捣蛋。,2,
voice/3040123000_s1_halloween3,喂，你不去装扮成什么吗？如果你说要做的话，我也可以陪你哦~,8,
voice/3040123000_s1_christmas1,圣诞快乐！,2,圣诞
voice/3040123000_s1_christmas2,喂，你知道圣诞老人吗？\n听说他看上去是一个老人，在平安夜里到处发礼物。\n他是不是星晶兽啊？因为如果是人类的话，没办法跑遍全空吧？,17,
voice/3040123000_s1_newyear1,Happy New Year！,2,新年
voice/3040123000_s1_newyear2,新年快乐！,2,
voice/3040123000_s1_newyear3,船上大家都一脸清爽的表情，是因为正月吗？\n人类的风俗真是不可思议，就因为是正月这个理由连心情都变了,14,
voice/3040123000_s1_valentine2,情人节，快乐！,3,情人节
voice/3040123000_s1_valentine3,情人节，女性将平日承蒙关照的谢意及自己的想法包含在内，向男性赠送礼物的日子……嗯？啊~~什么啊，刚刚的你听到了？,14,
voice/3040123000_s1_whiteday2,白色情人节快乐！,2,白情
voice/3040123000_s1_whiteday3,我说，美杜西安娜，今天是白色情人节吧……\n那家伙他……唔哇！喂，你不要突然靠近啊！,12,
