id,en,jp,trans
0-chapter_name,,西北西の守護神,西北西的守护神
0-synopsis,,新しい年を迎えるにあたり、姬塔達は今年の恵方である犬神宮を訪れる。参拝客達の間でもめごとが起き、慌てて止めようとする姬塔達だったが、闘神とも呼ばれる今年の歳神によってあっという間に治められる。大きな犬を従えた歳神の少女ヴァジラは更なる鍛練のために旅に同行したいと申し出、姬塔達の仲間に加わるのだった。,进入新的一年，姬塔一行要去今年吉位的犬神宫参拜。期间参拜者之中起了纠纷，虽然姬塔一行慌忙地准备上前阻止，但是被今年的岁神、也被称为斗神的她一下子就平息了。带着一只大狗的岁神少女瓦姬拉，为了变得更强而提出想要一起旅行，姬塔又多了一位新的队友。
1,,<span class='scene-font-katari'>姬塔達一行は、</span><br><span class='scene-font-katari'>新しい年を迎えるにあたって、</span><br><span class='scene-font-katari'>とある場所を訪れていた。</span>,姬塔一行为了迎来了新的一年，现在准备向某个地方进行参拜。
2,,えーっと、今年の恵方は<br>西北西だから、犬神宮が、えっと……,那个，因为今年的吉位是西北西，所以应该是犬神宫的，唔……
3,,この犬神宮の神主が、<br>今年の歳神である十二神将って<br>ことだな。,是指犬神宫的神主，也是作为今年的岁神的十二神将吧。
4,,あ、はい！<br>そうですね！,啊，是的！没错！
5,,それにしても、<br>やっぱり、すごい人だなぁ！,话说回来，果然是很厉害的人呐！
6,,<span class='scene-font-katari'>見渡すのは、今年の恵方である西北西の</span><br><span class='scene-font-katari'>十二神将の神社である犬神宮を</span><br><span class='scene-font-katari'>訪れた人々の群れ。</span>,犬神宫是十二神将的神社，来参拜的人络绎不绝。
7,,皆、無病息災をお祈りしに<br>来てるんですよね。,大家都是为了祈求健康平安而来的呢。
8,,年に一度のことだからな！<br>オイラ達もこうやって<br>来てるわけだし。,毕竟是一年一次呐！我们也是为此而来的。
9,,でも、なんだか……,但是、总觉得...？
10,,<span class='scene-font-katari'>ビィは、大勢集まった参拝客を</span><br><span class='scene-font-katari'>見渡して首を傾げる。</span>,阿碧歪着头，看向了一大群参拜者聚集起来的地方。
11,,なーんか、ちょっと物騒な<br>感じがしねぇか？,总觉得、有点骚动的感觉啊？
12,,物騒、ですか？<br>えーっと……,骚动，是吗？呃……
13,,なんかよぉ、<br>客の中に、武装した奴が<br>多い気がするぜ。,好像，总觉得参拜者中有好多武装者。
14,,あ、言われてみれば……,啊，你这么一说……
15,,確かに、兵士や傭兵みたいな<br>人が多いですね。,确实，有很多看起来像士兵和佣兵的人呢。
16,,別に新年だし、誰がお参りに<br>来てもいいんだけどよぉ……,虽说是新年的特殊时期，谁都能来参拜……
17,,ちょっと多すぎねぇか？,但人是不是有点太多了啊？
18,,そうですね……<br>ちょっと聞いてみましょう。,是啊...我们去问一下吧。
19,,あのー、すみません！,恩，对不起！
20,,ん？　どうかしたか？,嗯？怎么了？
21,,お参りに来た人の中に兵士さんとか……<br>武器を持った方が多い気がするんですが<br>何かあったんですか？,来参拜的人中有很多士兵...好像也有很多人都拿着武器，请问是发生了什么事吗？
22,,そりゃあ、ここが犬神宮だからだよ！,那是，因为这里是犬神宫啊！
23,,犬神宮だからぁ？<br>どういうことだ？,因为它是犬神宫？为什么这么说呢？
24,,犬神宮の歳神様はな、別名、<br>闘神と呼ばれるお人なんだよ。,犬神宫的岁神大人呢，有一个别名，那就是斗神啊。
25,,と、闘神ですか！？,斗、斗神！ ？
26,,ああ、だからそれにあやかろうと、<br>「武」を生業にする人が<br>沢山やって来るのさ。,啊啊，所以为了祈福，许多武者都会慕名而来。
27,,皆、武芸の上達を祈っていくんだ。,大家、都是来祈求武艺能有所长进啊。
28,,ふわぁ……<br>そうだったんですね！,呼……这样啊！
29,,まあもちろん、他の恵方にある<br>神宮と同じように、無病息災の<br>祈りもきいてくださるけどな。,当然了，和其他吉位的神宫一样，也有来祈求健康平安的人。
30,,<span class='scene-font-katari'>姬塔達は、</span><br><span class='scene-font-katari'>参拝客の言葉に納得する。</span>,姬塔一行明白了参拜者所说的话。
31,,それなら、この境内の様子も<br>わかりますね。,如果是这样，那神社内的状况也不难理解了。
32,,そうだな！,就是啊！
33,,あ、そうだ姬塔！,啊，就是那个啊姬塔！
34,,オイラ達も、もっと強くなれるように<br>念入りにお参りしとかねぇとな！,为了变得更强，我们也要认真地进行参拜！
35,,ふふっ、じゃあ私は予定通り、<br>皆がずっと元気でいられますようにって<br>お祈りしますね！,呵呵，那么我会按照预定，祈求大家能一直健康！
36,,ははっ！<br>頼んだぜ、ルリア！,哈哈！拜托你了，露莉亚！
42,,それにしても、闘神、だったか？,话说回来，说是斗神呢？
43,,犬神宮の十二神将さんのことですね。,是指犬神宮的十二神将呢。
44,,そんな風に呼ばれるなんて<br>いったい、どんな奴なんだろうな。,被这样称呼，到底是个怎样的家伙呢。
45,,こ、怖い人でしょうか……？,是、是可怕的人吗…… ....？
46,,うーん、そうかもしんねぇなぁ。,嗯，是也说不定啊。
47,,なんだか、ドキドキしますね……,总觉得，心跳加快了……
48,,<span class='scene-font-katari'>その時──</span>,这时──
49,,ああ！？<br>んだとてめぇ！,啊啊！ ？你丫咋啦！
50,,<span class='scene-font-katari'>並んでいた参拝客の列から</span><br><span class='scene-font-katari'>何やら不穏なざわめきが沸き起こる。</span>,从排队中的参拜者那里，传来了紧张的嘈杂声。
51,,なんだなんだぁ！？,怎么了怎么了！ ？
52,,も、もめごとでしょうか！？,起、起了纠纷吗！ ？
53,,こんな人が多いところで<br>騒ぎになったら大変だ！,这么多人的地方如果起了混乱就糟糕了！
54,,はい。<br>止めないと……！,是的。不制止的话...！
60,,何度でも言ってやるよ！<br>テメェなんて、さっさと傭兵を<br>廃業した方が身のためだってんだよ！,无论几次我都这样说！你们这群家伙，珍惜小命就滚回家别再做佣兵了！
61,,っ、この……！<br>言わせておけばぁ！！,呃，你丫……！用不着你来管！ ！
62,,喧嘩みてぇだな。,好像在吵架啊。
63,,とにかく、止めないと<br>他の皆さんが困っちゃいます。,无论如何，如果不阻止它，会给其他人造成困扰的。
64,,よし、それじゃあ……,好的，那么...
67,,うおっ！？,唔哦！ ？
68,,なんだ！？,什么！ ？
69,,<span class='scene-font-katari'>今にも衝突しようとしていた</span><br><span class='scene-font-katari'>男達の間に降ってきた影。</span>,一个黑影落在了冲突人群之间。
72,,…………,…………
73,,<span class='scene-font-katari'>それはルリアの背丈ほどの体高を持つ、</span><br><span class='scene-font-katari'>巨大な犬だった。</span>,那是一只和露莉亚一样高的大狗。
74,,なんだ、この犬は……？,这只狗是...？
75,,…………,…………
