id,en,jp,trans
0-chapter_name,,調停のフロート,调停的泳圈
0-synopsis,,ライドフロートを楽しんだ姬塔一行は、ライドフロートによる波乗りの技術を競う大会の存在を知る。出場を決めた一行は特訓に励み、大会当日を迎える。ゾーイと共に緊張を解すため砂浜を散歩していると、二人は浮き輪を流されてしまった子供達と出会う。ゾーイと姬塔は大会出場を諦め、ライドフロートに乗り、魔物の背中に引っかかってしまった浮き輪を見つける。,姬塔一行尽情享受了骑乘泳圈的乐趣后，又得知骑乘泳圈还有比拼技术的大赛。一行人当即决定参加并加紧特训，终于迎来了大赛当天。佐伊和姬塔为了缓解紧张的情绪来到沙滩散步，却遇见了两个泳圈被海浪冲走的孩子。于是二人放弃了比赛，乘着骑乘泳圈为孩子们找回了钩在魔兽背上的泳圈。
0,,<span class='scene-font-katari'>途中、アクシデントが起きたものの、</span><br><span class='scene-font-katari'>一行はライドフロートを</span><br><span class='scene-font-katari'>日が沈むまで楽しんだ。</span>,<span class='scene-font-katari'>虽然有一些小插曲，姬塔一行还是在骑乘泳圈上玩了整整一天。</span>
1,,<span class='scene-font-katari'>一行が浜辺に上がると、</span><br><span class='scene-font-katari'>青年達が拍手で迎えてくれた。</span>,<span class='scene-font-katari'>等姬塔等人回到岸上，就看见青年一行拍着手走来。</span>
2,,みんな見事だったよ！<br>なぁ、大会に出てみないか？<br>そのライドフロート貸すからさ！,你们太棒了！要不要去参加比赛啊？我们的骑乘泳圈借给你们！
3,,ライドフロートの波乗りの<br>技術を競い合う大会なの！<br>あなた達ならきっと優勝できるわ！,那是比拼骑乘泳圈技术的大赛哦！你们的话肯定能获胜的！
6,,<span class='scene-font-katari'>青年達は大会について詳しい</span><br><span class='scene-font-katari'>説明をし、優勝景品は</span><br><span class='scene-font-katari'>海の幸盛り合わせだと話した。</span>,<span class='scene-font-katari'>青年和他的朋友向众人介绍了大赛的详细情况，并告诉他们优胜者的奖品是海鲜礼包。</span>
12,,海の幸……！<br>盛り合わせ……！<br>私、やります！！,海鲜……！大礼包……！我要参加！！
14,,フルーツもあるのかな……！？<br>オイラ、燃えて来たぜ……！,不知道有没有水果哎……！？咱也燃气斗志了……！
15,,大会か……<br>そう言ったものに参加するのは<br>初めてだな……楽しみだ。,大赛么……我还是第一次参加什么比赛……好期待呢。
16,,<span class='scene-font-katari'>青年達は大会の日取りを伝え、</span><br><span class='scene-font-katari'>一行のもとを去っていった。</span>,<span class='scene-font-katari'>青年一行在告诉姬塔等人大赛的举办日期后就离开了。</span>
17,,よっしゃ！　ルリア！<br>大会に向けて明日から特訓だぜ！<br>ゾーイ達にはまけねぇからな！,好嘞！露丽亚！咱们明天就开始为大赛特训！可不能输给佐伊和姬塔！
18,,あ……そうか。<br>二人一組での参加だから……<br>ルリア達とは敵同士か……,啊……是啊。两人一组参加比赛……那么我们和你们就是对手了……
20,,ふっふっふ！<br>手加減しませんからね！,呵呵呵！我不会放水的哦！
21,,お手柔らかに頼むよ。<br>姬塔、私達も<br>明日から特訓をしよう。,还请你们手下留情了。姬塔，我们明天也开始特训吧。
22,,<span class='scene-font-katari'>その後、一行は宿まで帰り、</span><br><span class='scene-font-katari'>次の日に備えて就寝した。</span>,<span class='scene-font-katari'>之后，姬塔一行回到旅馆休息，为明日养精蓄锐。</span>
28,,<span class='scene-font-katari'>翌日。ルリアとビィは</span><br><span class='scene-font-katari'>張り切った様子で</span><br><span class='scene-font-katari'>特訓に励んでいた。</span>,<span class='scene-font-katari'>翌日。露丽亚和阿碧干劲十足地开始了特训。</span>
29,,<span class='scene-font-katari'>そんな二人を見て、</span><br><span class='scene-font-katari'>ゾーイは楽しげに微笑む。</span>,<span class='scene-font-katari'>看着他们努力的样子，佐伊笑了起来。</span>
30,,なんだかおかしいな。<br>あの二人と戦うことに<br>なるだなんてな。,总觉得好奇怪啊。我们竟然要和他们两个竞争。
31,,手加減はしてくれないそうだから、<br>私達も精一杯頑張ろう。<br>さ、特訓開始だ。,看起来他们不会手下留情呢。我们也努力吧。特训开始。
32,,<span class='scene-font-katari'>姬塔はゾーイと共に</span><br><span class='scene-font-katari'>海へ行き、ライドフロートに</span><br><span class='scene-font-katari'>ゾーイと共に乗る。</span>,<span class='scene-font-katari'>姬塔和佐伊一起来到海里，乘上了泳圈。</span>
33,,<span class='scene-font-katari'>しばらくして波に乗るが、</span><br><span class='scene-font-katari'>なかなか速度が出ず、</span><br><span class='scene-font-katari'>ゾーイは首を傾げた。</span>,<span class='scene-font-katari'>但在练习的过程中，骑乘泳圈的速度总是上不去，这让佐伊有些纳闷。</span>
35,,うーん……重心……<br>バランスの問題か……？,嗯……重心……是平衡的问题么……？
36,,なぁ、姬塔。<br>私に掴まってくれないか？<br>抱き着く形で構わないから。,姬塔，你抓紧我试试看？或者直接抱住我吧。
37,,<span class='scene-font-katari'>姬塔はゾーイの</span><br><span class='scene-font-katari'>指示の下、抱き着くようにして</span><br><span class='scene-font-katari'>彼女に掴まる。</span>,<span class='scene-font-katari'>姬塔按照佐伊的指示抱紧了她。</span>
38,,よし……！<br>行くぞ！！,好……！出发！！
40,,<span class='scene-font-katari'>ゾーイの思惑通り、</span><br><span class='scene-font-katari'>ライドフロートは加速し、</span><br><span class='scene-font-katari'>波を華麗に滑っていく。</span>,<span class='scene-font-katari'>正如佐伊所料，这一次骑乘泳圈加快了速度，华丽地滑过浪尖。</span>
41,,ははっ！　いいぞ！<br>気持ちいいなぁ！<br>姬塔はどうだ？,哈哈！不错！感觉真好！姬塔觉得呢？
42,,<span class='scene-font-katari'>姬塔はライドフロートに</span><br><span class='scene-font-katari'>切られ、飛び散る水飛沫を</span><br><span class='scene-font-katari'>身体に浴びながら頷いた。</span>,<span class='scene-font-katari'>姬塔点头，沐浴着骑乘泳圈溅起的水沫。</span>
43,,この調子で練習を重ねれば、<br>もっと上達できそうだな……,继续训练的话，好像还能更进一步……
44,,<span class='scene-font-katari'>その後、姬塔は</span><br><span class='scene-font-katari'>ゾーイと共に、日が暮れるまで</span><br><span class='scene-font-katari'>特訓に励んだ。</span>,<span class='scene-font-katari'>这天，姬塔和佐伊一起训练到落日西沉。</span>
50,,<span class='scene-font-katari'>そして迎える大会当日。</span><br><span class='scene-font-katari'>一行は緊張した様子で、</span><br><span class='scene-font-katari'>己の出番を待っていた。</span>,<span class='scene-font-katari'>终于，大赛的日子到来。姬塔一行紧张地等待自己的出场。</span>
51,,<span class='scene-font-katari'>大会参加者が次々と素晴らしい技を</span><br><span class='scene-font-katari'>披露していくのを見た姬塔は</span><br><span class='scene-font-katari'>緊張を高めていく。</span>,<span class='scene-font-katari'>大赛参加者一个接一个展现了高超的技术，这使姬塔愈发紧张起来。</span>
52,,大丈夫さ、姬塔。<br>私達ならな。,没事的，姬塔。我们会赢的。
53,,……しかし、緊張するのも確か。<br>気晴らしに散歩にでも行かないか？<br>出番はまだだしな。,……不过，会紧张也难怪。要不要去散步放松一下心情？反正还没轮到我们。
55,,<span class='scene-font-katari'>ゾーイの提案を受け入れ、</span><br><span class='scene-font-katari'>姬塔は彼女と共に</span><br><span class='scene-font-katari'>雑談しながら砂浜を散歩し始める。</span>,<span class='scene-font-katari'>姬塔接受了佐伊的提议，一边聊着天一边在沙滩上漫步。</span>
58,,<span class='scene-font-katari'>しばらくすると、すっかり</span><br><span class='scene-font-katari'>姬塔の緊張は解けていた。</span>,<span class='scene-font-katari'>没过一会儿，姬塔就完全消除了紧张感。</span>
59,,よかった。もう大丈夫そうだな。<br>さ、会場に戻ろうか。<br>そろそろ出番のはずだしな。,太好了。看起来没问题了呢。回赛场去吧。差不多也轮到我们了。
60,,<span class='scene-font-katari'>姬塔はゾーイと共に</span><br><span class='scene-font-katari'>会場へ戻ろうとするが砂浜で</span><br><span class='scene-font-katari'>泣く子供達を見つける。</span>,<span class='scene-font-katari'>姬塔和佐伊正打算往回走，突然看到两个小孩在沙滩上哭泣。</span>
62,,おい、どうした？<br>何かあったのか？,喂，你们怎么了？出了什么事吗？
63,,ひぐ……浮き輪が……<br>流されちゃったの……,呜……我的游泳圈……被水冲走了……
64,,よそ見してたら……<br>海の奥の方までいっちゃった……,等我反应过来……游泳圈已经漂到海里面去了……
