path,trans,duration,note
voice/3990156000_s3_birthday0,Happy Birthday！,1,sr版共通，生日
voice/3990156000_s3_birthday1,生日快乐！,1,
voice/3990156000_s3_birthday2,不愧是你的生日，骑空团的大家都干劲十足啊。\n呵呵，想为你庆祝的心情，我也是不输大家的！,12,
voice/3990156000_s3_halloween0,万圣节快乐！,2,万圣
voice/3990156000_s3_halloween1,不给糖就捣蛋！,2,
voice/3990156000_s3_halloween2,虽然平时我有时候会觉得自己的身高很可恨，但只有万圣节这天，我会觉得自己是这个身高也是件好事。,10,
voice/3990156000_s3_christmas0,圣诞快乐!,2,圣诞
voice/3990156000_s3_christmas1,平安夜真是好日子啊。\n看着下着雪的夜空，我就想起我小时候的事情。,10,
voice/3990156000_s3_newyear0,新年快乐！,2,新年
voice/3990156000_s3_newyear1,你的去年是怎么样的？\n为了决定新的目标，先要从回顾去年开始。,10,
