path,trans,duration,note
voice/3040192000_halloween_mypage1,哦？没想到有这么奇特的祭典。,5,万圣
voice/3040192000_halloween_mypage2,万圣节快乐，吗？哼，真是不可思议。,5,
voice/3040192000_christmas_mypage1,平安夜是如此严肃的日子啊。,4,圣诞
voice/3040192000_christmas_mypage2,圣诞快乐！,2,
voice/3040192000_newyear_mypage1,看，这是充满希望的新的一天的开始！,6,新年
voice/3040192000_newyear_mypage2,新年来了，诸位，定下抱负吧！,5,
voice/3040192000_valentine_mypage1,情人节快乐……吗,3,情人节
voice/3040192000_valentine_mypage2,哦，我还在想街上怎么这么热闹，原来是情人节啊。,7,
voice/3040192000_white_mypage1,我从其他国家得到了很稀奇的东西，它正适合作为礼物。,8,白情
voice/3040192000_white_mypage2,白色情人节快乐。,4,
