path,trans,duration,note
voice/3040092000_mypage1,团长，今晚有空吗？一起去看星星吧，肯定会很有趣的。,9,泳佐
voice/3040092000_mypage2,我想称霸海边所有的小吃摊位呢，你能陪我一起吗？,6,
voice/3040092000_mypage3,我喜欢被你抚摸下巴的感觉。不过不要太突然哦？否则我会吓到的。,9,
voice/3710048000_mypage1,经过与你一起旅行，我学到一件事。攻击有时候也会成为防御。\n为了保护世界的调停，可能会需要施展更加强大的力量吧。,18,zoe剑皮
voice/3710048000_mypage2,我的剑可以自由变换形状。铳、枪、斧、弓、短剑，还有其他各种……\n那些我都试了一遍，还是觉得剑用起来最合适。,17,
voice/3710048000_mypage3,盾牌我没有带来。不过你放心，我一定会用这把剑保护世界和你。,9,
voice/3710048000_v_038,要不要一起吃派？,2,
voice/3710096000_mypage1,与我一样显现于世的人……如果那个人会给世界带来危机，那么我就必须阻止他。,12,星友皮
voice/3710096000_mypage2,那名星晶兽少女成功与姐姐再会了啊……\n看着她的笑容，很不可思议地觉得内心暖洋洋的。,12,
voice/3710096000_mypage3,说句泄气话，对这无止尽的战斗，有时候我有时候会感到畏惧。\n但是只要你在我身边，我就能重新拿起剑。\n往后也请让我把背后托付给你，姬塔。,20,
voice/3710136000_mypage1,看着这不断冒泡泡的果汁，忽然有了奇妙的想法。就好像这泡泡就是世界的敌人，源源不断的出现然后破裂……唉……或是就这样在我的手中消失。不，现实的敌人并不会像这样简单消失，也不好吃。哈哈，或许我有点累了，团长，要不要放松一下一起去吃个派？,37,VS皮
voice/3710136000_mypage2,自从与你一起在天空旅行，我在这条骑空艇上认识了许许多多的人。大家都是像你这样温暖又温柔的人，在你们的身边让我感到非常舒适。同时，为了不失去我所爱的你们，一定要歼灭世界的威胁这个决心也更加坚定了。,30,
voice/3710136000_mypage3,呀，是你啊！来得正好，你能在我身边呆一会吗？没有什么特殊的意思，就是迪和莉在你身边的话会很平静。对，就是这样，我也会觉得很平静。内心会很不可思议地高兴起来，就像泡了温泉一样暖洋洋的，很平静。你觉得怎样？我在你的身边，你也像我一样感觉暖洋洋吗？,41,
