id,en,jp,trans
1-chapter_name,,ゾーイと遊ぼう！,和佐伊一起玩耍！
1-synopsis,,真夏のある日姬塔一行はとあるリゾート地で休息を取る。海を訪れたことがないゾーイは不思議そうに小首を傾げるも、姬塔達と海で遊ぶことを決め、水着を購入する。水着に着替えたゾーイは、一行を振り回しながらも海を堪能する。その日の夜、ゾーイは満天の星空を眺めながら、姬塔に明日も遊ぼうと告げるのだった。,仲夏的某日，姬塔一行来到某个度假胜地休假。从未来过海边的佐伊有些惊奇有些迟疑，最后还是决定购入泳装，和姬塔一行去海边游玩。换上泳装的佐伊在海滩尽情享受，姬塔一行难以跟上她的脚步。夜晚，佐伊在星空下与姬塔约定翌日也要一起玩耍。
2,,<span class='scene-font-katari'>ある日、とある町を訪れていた</span><br><span class='scene-font-katari'>姬塔一行だったが突然、ルリア</span><br><span class='scene-font-katari'>が星晶獣の気配を感じたと告げる。</span>,<span class='scene-font-katari'>某日，姬塔一行来到某个城镇。刚落脚，露丽亚就感受到了星晶兽的气息。</span>
3,,<span class='scene-font-katari'>戸惑いの表情を浮かべながらも、</span><br><span class='scene-font-katari'>ルリアが指差した場所は街の酒場。</span><br><span class='scene-font-katari'>一行は首を傾げながらもそこへ向かう。</span>,<span class='scene-font-katari'>随后露丽亚带领众人找到一家酒馆。众人虽心生疑惑，但还是走了进去。</span>
6,,<span class='scene-font-katari'>酒場へ入った姬塔達は</span><br><span class='scene-font-katari'>食事をしていた人物に目を奪われ、</span><br><span class='scene-font-katari'>言葉を失ってしまう。</span>,<span class='scene-font-katari'>一进入酒馆，众人就被正在用餐的某人吸引了眼球，一时失语。</span>
7,,はむ……ん……んっ……<br>うん。やはり美味しいな。<br>人の子の食事は。,唔……嗯嗯……嗯！人类的食物果然非常美味。
8,,<span class='scene-font-katari'>銀糸のような美しい髪を持つ少女が</span><br><span class='scene-font-katari'>超然とした雰囲気を</span><br><span class='scene-font-katari'>纏いながら食事をしていた。</span>,<span class='scene-font-katari'>长发如银丝般美丽的少女，在用餐时也有一种超然的氛围。</span>
9,,<span class='scene-font-katari'>少女は視線に気が付いたのか、</span><br><span class='scene-font-katari'>一行の方へ振り向き、</span><br><span class='scene-font-katari'>優しげに微笑んだ。</span>,<span class='scene-font-katari'>少女察觉到众人的视线，转身向他们微笑。</span>
11,,ようやく会えたな。<br>ルリア、ビィ、姬塔。,终于见到你们了。露丽亚，碧，姬塔。
12,,さぁ、行こう。姬塔。<br>キミ達と食事をしながら話すのも<br>悪くはないが……,那么我们走吧，姬塔。虽然和你们在餐桌上聊也不错……
13,,ここでするには少し、<br>物騒な話だ。<br>……それに人目も気になる。,这个话题不适合在这里聊……也不宜被太多人听到。
14,,<span class='scene-font-katari'>親しげにそう告げて店を出た</span><br><span class='scene-font-katari'>少女の後を一行は追う。</span>,<span class='scene-font-katari'>少女像是熟识众人的样子，说完这番话后就走出了酒馆。</span>
17,,やぁ、来てくれたか。<br>待ちぼうけをしてしまうかと、<br>少し思ってしまったよ。,你们来了。我还以为我会白等一场呢。
18,,<span class='scene-font-katari'>親しげに笑みを浮かべた少女は、</span><br><span class='scene-font-katari'>姬塔一行を探し、</span><br><span class='scene-font-katari'>世界を旅していたと告げた。</span>,<span class='scene-font-katari'>少女浮起恬淡的笑容，告诉众人她正在为寻找他们而环游世界。</span>
19,,なんで、おめぇ……<br>オイラ達の名前を知ってるんだ？<br>それにオイラ達を探してたって……,为什么……你知道咱们的名字呢？而且，你说你在找我们……
20,,質問には順に答えよう。<br>私が何故、キミ達のことを<br>知っているのか……,让我按顺序回答吧。为什么我会认识你们……
21,,世界を眺めていた時に<br>キミ達のことが目に留まってな。<br>興味を持ったんだ。,我在观测世界的时候注意到了你们。对你们产生了兴趣。
22,,まさか……抗えぬ者に<br>抗おうとするだなんて、な。<br>ふふ、キミ達はとても興味深い。,竟然……会有人去反抗根本无法反抗的存在。呵呵，你们真的很有趣。
23,,……姬塔なら分かるだろう？<br>そう、星晶獣……<br>アーカーシャのことだ。,……姬塔应该明白我在说什么吧？没错，正是星晶兽阿卡夏。
24,,<span class='scene-font-katari'>星晶獣アーカーシャ。</span><br><span class='scene-font-katari'>その名前が少女の口から出た瞬間、</span><br><span class='scene-font-katari'>一行は一気に緊迫した様子を見せる。</span>,<span class='scene-font-katari'>星晶兽阿卡夏。少女说出这个名字的瞬间，众人就紧张起来。</span>
25,,ど、どうして……<br>そんなこと知ってるんだ……？,为、为什么……你会知道这件事……？
26,,……私の使命に関わることだからな。<br>世界の均衡を崩しかねん存在は、<br>全て認識している。,……这关乎我的使命。有可能破坏世界平衡的存在，都在我的观测之中。
27,,……世界の均衡を崩す者の排斥、<br>及び抹消……それが私の使命だ。,……将威胁到世界平衡的存在排除、抹杀……这就是我的使命。
28,,<span class='scene-font-katari'>そう告げた少女は姬塔を</span><br><span class='scene-font-katari'>凛とした眼差しで見据える。</span>,<span class='scene-font-katari'>少女说着，用凛冽的眼神注视着姬塔。</span>
29,,<span class='scene-font-katari'>瞬間、姬塔は心を、魂を、</span><br><span class='scene-font-katari'>己の全てを見定められているような</span><br><span class='scene-font-katari'>奇妙な感覚を覚え、戦慄する。</span>,<span class='scene-font-katari'>这一瞬，姬塔感到自己的内心、灵魂、自身的一切都被看透。一种奇异的感受让姬塔不禁战栗。</span>
30,,うん、うん。やはり興味深いな。<br>本当に立ち向かう気とはな。<br>キミは不思議な人だ……,嗯，嗯。你果然很有趣呢。没想到你真的想和它正面对峙。你真是个不可思议的人……
31,,……なぁ、一つ提案がある。<br>アーカーシャの起動……<br>私も食い止めたいんだ。,……我有个提议。我也想防止阿卡夏被人启动。
32,,だから、私をキミの傍に<br>置いてくれないか？<br>共に、戦ってほしいんだ。,所以，能让我留在你们身边吗？我想和你们一起战斗。
33,,<span class='scene-font-katari'>少女の真剣な言葉を受け、</span><br><span class='scene-font-katari'>姬塔一行は彼女の</span><br><span class='scene-font-katari'>仲間入りを認める。</span>,<span class='scene-font-katari'>看着少女一本正经的样子，姬塔一行便同意让她入伙。</span>
34,,<span class='scene-font-katari'>しかし、未だに少女の名前を</span><br><span class='scene-font-katari'>聞いていないことに一行は気づき、</span><br><span class='scene-font-katari'>彼女に尋ねた。</span>,<span class='scene-font-katari'>不过众人发现他们还不知道少女的名字，便开口询问。</span>
35,,名前……なまえ……<br>そうか、名前は必要か……<br>しかし、困ったな……むぅ……,名字……名字……是么，我需要一个名字啊……不过，有点头疼呢……嗯……
36,,ああ？　もしかして……<br>おめぇ、名前ねぇのか……？,啊？ 难道说……你没有名字吗……？
37,,いや、ある……あるが……<br>なんと言えば……<br>ジー……いや、ゾー……ィ？　むぅ……,不，我有……我有名字……但是怎么说才好呢……Z…不对，佐……伊？
38,,え、えっと……？<br>ゾーイ……？　すみません……<br>もう一度言ってもらっても……,嗯……？佐伊……？不好意思……能再说一遍吗……？
39,,ゾーイ。ゾーイか。<br>うん、それでいい。,佐伊。佐伊吗。嗯，就叫这个吧。
40,,<span class='scene-font-katari'>ルリアが口にした言葉を</span><br><span class='scene-font-katari'>気に入った様子で少女は口にした。</span>,<span class='scene-font-katari'>少女似乎非常喜欢露丽亚口中的名字，重复地呢喃着。</span>
41,,<span class='scene-font-katari'>こうして不思議な魅力を持つ少女、</span><br><span class='scene-font-katari'>ゾーイが一行の仲間に</span><br><span class='scene-font-katari'>加わったのだった。</span>,<span class='scene-font-katari'>就这样，有些不可思议的少女佐伊成为了姬塔的同伴。</span>
47,,<span class='scene-font-katari'>真夏の日差しが差し込むある日。</span><br><span class='scene-font-katari'>姬塔は海があるリゾート地へ</span><br><span class='scene-font-katari'>行き、休暇を取ることを提案する。</span>,<span class='scene-font-katari'>某个炎炎夏日，姬塔提议去某个海边的度假胜地休假。</span>
48,,<span class='scene-font-katari'>ルリアとビィが賛成する中、</span><br><span class='scene-font-katari'>ゾーイは小首を傾げていた。</span>,<span class='scene-font-katari'>露丽亚和阿碧表示赞成，但佐伊似乎有些迟疑。</span>
49,,キミ達に会う前に<br>様々な島や町を巡ったが……<br>リゾート地には行ったことが無いな。,在遇见你们之前我也去过各处的岛屿……但从来没去过度假区呢。
