id,en,jp,trans
0-chapter_name,,調停のフロート,调停的泳圈
0-synopsis,,ゾーイと姬塔が子供達の浮き輪を探していた頃、ビィとルリアはライドフロートの大会に優勝し、景品の海の幸を手に入れていた。一行が合流した後、ルリアが全員で景品を食べることを提案する。その日の夜、皆が楽しげに食事をする中、ゾーイはかけがえのない思い出を作れたことを、僅かに頬を染めながら姬塔に伝えるのだった。,在佐伊和姬塔寻找游泳圈时，阿碧和露丽亚赢得了骑乘泳圈大赛的冠军，得到了奖品海鲜礼包。众人汇合后，露丽亚提议全员一起享用奖品。这天晚上，在一行人享受美食时，佐伊红着脸向姬塔道谢，表示自己得到了独一无二的宝贵回忆。
0,,ライドフロート大会！<br>優勝は～～～！！,骑乘泳圈大赛的冠军是~~~！！
2,,ルリアさんとビィさんの<br>チームで～～す！！,露丽亚选手和碧选手的队伍~！！
5,,おおおおっ！！<br>やったぜ！　ルリア！！,哦哦哦哦！！太好了！露丽亚！！
6,,ほ、本当に……<br>優勝しちゃいました……！<br>やりました！！,真、真的……获得冠军了……！太好了！！
7,,……でも……<br>ゾーイちゃん達は……,……不过……佐伊他们呢……
8,,不戦敗、だったよな。<br>どこ行っちまったんだ、<br>アイツら……,不战而败啊。他们到底去哪儿了……
15,,<span class='scene-font-katari'>しばらくして、</span><br><span class='scene-font-katari'>姬塔とゾーイは</span><br><span class='scene-font-katari'>ルリア達の元に戻ってきた。</span>,<span class='scene-font-katari'>过了一段时间，姬塔与佐伊终于和露丽亚与阿碧汇合。</span>
16,,おお！　お前ら、<br>一体どこ行ってたんだよ！,哦！你们到底去哪儿了！
17,,<span class='scene-font-katari'>姬塔は大会に</span><br><span class='scene-font-katari'>参加できなかった理由を</span><br><span class='scene-font-katari'>二人に伝えた。</span>,<span class='scene-font-katari'>姬塔告诉露丽亚和阿碧为何他们没来参加大赛。</span>
18,,そんなことが……<br>それじゃ、仕方ないですね。,发生了这样的事……那也没办法呢。
19,,まったく……<br>本当にお人好しなんだからよぉ！<br>お前らは……,真是的……你们人也太好了……
20,,ああ！！　てか、お前ら<br>居なかったってことは……！,啊！！ 你们不在，也就是说……！
21,,私達のライドフロート、<br>見てなかったんですね……<br>すごかったんですよ～！,你们没看到我们比赛的样子呢……我们可厉害了~！
22,,すまない……良ければ、<br>明日、見せてくれないか？<br>キミ達の技術を。,抱歉……可以的话，明天再让我们看看你们的技术吧？
23,,へへ、しょうがねぇな！<br>優勝したオイラ達のテクニック<br>たっぷり見せてやるからな！,嘿嘿，真没办法！让你们见识见识我们冠军的高超技术！
24,,楽しみだ。<br>それと、優勝おめでとう。<br>ルリア、ビィ。,我很期待。还有，恭喜你们获得冠军，露丽亚，碧。
25,,えへへ、<br>ありがとうございます♪,哎嘿嘿，谢谢♪
26,,あ！　景品、<br>食べちゃいましょうか！,啊！ 对了，我们一起享用奖品吧！
27,,ライドフロート貸してくれた<br>人達も呼んで、みんなで一緒に！,再叫上借给我们骑乘泳圈的人一起！
28,,おっ、いい考えだな！<br>海の家、貸してもらおうぜ！,哦，这个不错！借用一下海之家的场地！
29,,何かあれば手伝おう。<br>何でも気兼ねなく言ってくれ。,有什么需要帮忙的话，不要客气，尽管告诉我。
35,,<span class='scene-font-katari'>その日の夜。ルリア達が</span><br><span class='scene-font-katari'>手に入れた景品を調理し、</span><br><span class='scene-font-katari'>パーティが開かれた。</span>,<span class='scene-font-katari'>这一晚，露丽亚等人将海鲜礼包烹饪成菜肴，举办了一个派对。</span>
36,,<span class='scene-font-katari'>皆が楽しげに</span><br><span class='scene-font-katari'>食事をする中、ゾーイが</span><br><span class='scene-font-katari'>姬塔の隣の席へ座った。</span>,<span class='scene-font-katari'>在众人享受美食时，佐伊忽然来到姬塔身边坐下。</span>
37,,ふふ……みんな、<br>楽しそうだな……,呵呵……大家好像都很高兴呢……
38,,私も楽しかった。<br>姬塔達と過ごす……<br>この夏の日々は。,我也一样。和姬塔一起度过的夏日，非常愉快。
39,,絶対に忘れられない……<br>かけがえのない<br>想い出になったよ。,我不会忘记的……这对我来说是独一无二的宝贵经历。
40,,ありがとう。<br>姬塔。,谢谢你，姬塔。
41,,<span class='scene-font-katari'>ゾーイは僅かに頬を染め、</span><br><span class='scene-font-katari'>微笑みかけてきた。</span>,<span class='scene-font-katari'>佐伊双颊微红，向姬塔露出笑容。</span>
42,,<span class='scene-font-katari'>姬塔は微笑み返し、</span><br><span class='scene-font-katari'>彼女との絆が確かに</span><br><span class='scene-font-katari'>深まっていくのを感じるのだった。</span>,<span class='scene-font-katari'>姬塔也回报以微笑，切实感受到两人的羁绊更进了一步。</span>
info,,1,scene_chr307_q3_s20
