id,name,detail
npc,布洛蒂亚,3040158000
special,刃镜螺旋,土属性伤害(特大)/驱散敌方单体1个强化效果/展开1刃镜
specialニーベルン･リフレクション,,<div class=prt-text-small>土属性伤害(特大)/驱散敌方单体1个强化效果/展开1刃镜/技能3可即刻使用</div>
skill-1,不可侵神域,我方全体获得不可侵神域效果/水属性伤害减免(70%)
skill-2,尼伯龙根之盾,对敌方全体造成土属性伤害/我方全体免疫伤害(1回合)/弱体耐性大幅UP
skill-2++,尼伯龙根之盾,<div class=prt-text-small>对敌方全体造成土属性伤害/我方全体免疫伤害(1回合)/弱体耐性大幅UP/免疫驱散</div>
skill-3,拉格尔夫之剑,<div class=prt-text-small>对随机目标敌方造成6次土属性伤害/敌方全体攻击DOWN(累积)/展开1刃镜/土属性角色奥义值10%UP</div>
skill-4,刃镜共鸣,<div class=prt-text-small>土属性角色可即刻发动奥义/自身获得刃镜共鸣效果<span class=text-blue>◆仅展开10刃镜时可使用/再使用不可</span></div>
support-1,刃镜展开,根据刃镜展开数量攻防UP/奥义性能UP/技能性能UP/技能伤害UP(最大10刃镜)
support-1+,刃镜展开,根据刃镜展开数量攻防UP/奥义性能UP(最大5刃镜)
support-2,神域的守护者,我方全体的强化效果「土属性攻击UP」效果UP(累积除外)
support-2+,神域的守护者,我方全体的强化效果「土属性攻击UP」效果UP(累积除外)/土属性攻击UP效果中，伤害上限UP
skill-lb,LB技能,水属性伤害减轻
