id,name,detail
npc,苏丝雅,3040044000
special,白之舞・天华,水属性伤害(特大)/赋予自己夜风之仪效果
special-白之舞・鵬淨,白之舞・鹏净,水属性伤害(特大)/赋予自己夜风之仪效果/赋予我方全体幻影效果（1次）
skill-1,壹之舞・神乐,<div class=prt-text-small>恢复我方全体回复HP/赋予活性效果)/水属性追击(10%)　<span class=text-blue>◆敌人使用特殊技时，消费夜风之仪自动发动</span></div>
skill-2,陆之舞・美髯,降低敌方全体攻击(25%)/防御(25%)
skill-2++,陆之舞・美髯,<div class=prt-text-small>赋予敌方全体攻防DOWN/弱体耐性DOWN　<span class=text-blue>◆第2次发动时追加攻防DOWN（累积）<span></div>
skill-3,终之舞・时咏,对敌方单体造成水属性伤害/SLOW效果
skill-3+,终之舞・时咏,<div class=prt-text-small>对敌方全体造成水属性伤害/赋予SLOW效果/狐火 <span class=text-blue>◆第2次发动时追加特殊技伤害DOWN<span></div>
support-1,失落王家的末裔,敌人使用特殊技时我方全体奥义槽UP（20%）
support-2,丰穰的祭舞,<div class=prt-text-small>我方全体对狐火状态的敌人连续攻击率UP/攻击时奥义槽上升量UP</div>
skill-lb,LB技能,使用回复技能时自己的连续攻击率UP
intro,继承千年之人,继承了失去的千年的少女，为了寻找很多东西，带着害羞奔向那遥远的天空。虽然她想追求未来收集线索，但一旦与人对面就不禁闭口不言。因为想要传达想法而动摇的内心和尾巴记住了这难为情的一幕，她看着离去的人的背影，寂寞地低下头。
