id,name,detail
npc,盖森伯格,3040162000
special,,光属性伤害(特大)/自身获得「天来」效果
special-ハルマステール・ミトライユーズ,,光属性伤害(特大)/自身获得「天来」效果/技能使用间隔缩短1回合
skill-1,,对随机敌方造成17次伤害/自身敌对心UP(累积)/铁腕Lv上升1(最大3)
skill-2,,自身获得援护效果(全体)/反击效果(受伤时/3次)
skill-3,,<div class=prt-text-small>自身获得「不落的孤城」效果/效果结束时自身战斗不能<span class=text-blue>◆接受光属性角色的回复或强化技能时，效果时间延长</span></div>
skill-4,,自身获得光属性追击效果/效果中进行两次攻击<span class=text-blue>◆仅在「战车之正位」发动后使用可能</span>
support-1,,奥义值积攒量减少/普攻伤害提高<br><span class=text-blue>◆根据铁腕Lv效果UP</span>
support-2,,若回合结束时自身HP为1，则自身攻击大幅UP(1次)
skill-sub,,光属性角色遭受的敌方暗属性伤害最大值固定在10000
skill-sub+,,<div class=prt-text-small>光属性角色遭受的敌方暗属性伤害最大值固定在10000/受伤时自身伤害上限UP(累积)</div>
skill-main,,自身获得「倾星之铠拳」效果<br><span class=text-blue>◆再发动不可</span>
skill-main+,,自身获得「倾星之铠拳」效果/「天来」效果<span class=text-blue>◆再发动不可</span>
skill-lb,LB技能,我方全体暗属性伤害减轻
intro,,
