id,name,detail
npc,安苏莉娅,3040228000
special,激情洗礼,暗属性伤害(特大)/我方全体激奏UP/延长炎之舞蹈3回合</div>
skill-1,篝火之舞,<div class=prt-text-small>给予自身炎之舞蹈/回避率UP(30%)/敌对心UP(40%)</div>
skill-1+,篝火之舞,<div class=prt-text-small>给予自身炎之舞蹈/回避率UP(30%)/敌对心UP(40%)</div>
skill-2,百合舞,<div class=prt-text-small>我方全体获得高扬(10%)/激奏UP/强壮效果/免疫弱体效果(1次)</div>
skill-3,拍子舞,自身敌对心大幅UP/回避全部伤害(2次)
support-1,热气腾腾的途中,暗属性角色根据各自激奏层数获得暗属性追击效果
support-2,我的本意,处于炎之舞蹈时我方全体暗属性角色获得防御30%UP，二连击率20%UP，奥义性能UP
skill-lb,LB技能,有极小几率回避敌方全部攻击
intro,嫣然的舞主,心怀着秘密想法的女性身着浴衣，向自己迷上的人努力展示自己。一切都只是为了让他沉迷自己……
