id,name,detail
npc,齐格飞,3040025000
special,漆黑之爪,土属性伤害(特大)/对Break状态的敌人产生土属性额外伤害
special++,漆黑之爪,土属性伤害(特大)/对敌人产生土属性额外伤害
skill-1,剑刃,对敌方单体造成土属性伤害/减免自身受到的水属性伤害(20%)
skill-1++,剑刃,<div class=prt-text-small>对敌方单体造成土属性伤害/减免我方全体受到的水属性伤害(20%)/我方全体受到的伤害变化为水属性</div>
skill-2,计谋,牺牲自己的HP获得逆境效果
skill-2++,计谋,<div class=prt-text-small>牺牲自己的HP获得逆境效果/伤害上限UP/连续攻击率UP/减轻受到的伤害/不死身（1次）</div>
skill-3,狂化,清空敌人CT/自己的奥义槽UP（100%）<span class=text-blue>◆无法再次使用</span>
support-1,邪龙的返血,受到伤害时奥义槽上升量UP/自己的HP越少防御力越高
support-2,龙之血,自身受到的单次水属性伤害，最大值锁定为10000/缩短自身弱体效果2回合
skill-lb,LB技能,减轻水属性伤害
intro,杀龙的骑士,曾经拯救了国难的英雄，如今陷入了谋略的漩涡。被污蔑为大逆之人的他，为了完成与先王的约定，作为救国的忠骑士开始行动。
