id,name,detail
npc,哈泽丽拉,3040168000
special,月光,水属性伤害（特大）/5回合内水属性角色攻防逐渐UP/月相推移可立刻使用
skill-1,黑之柱,<div class=prt-text-small>对敌方造成5次水属性伤害/赋予其月影幻惑效果/减豆效果<span class=text-blue>◆月影幻惑性能随技能使用次数提升（最大LV3）</span></div>
skill-2,白之柱,<div class=prt-text-small>指定我方水属性角色一人，赋予其无敌（1次）/免疫弱体效果（1次）/幻影（1次）/屏障</div>
skill-3,月相推移,赋予水属性角色水属性攻击UP/月狂之泪效果/奥义值15%UP/推进月相
support-1,月海的羽衣,水属性角色根据月相阶段提高防御性能
skill-sub,月亮的逆位,根据经过的回合数，水属性角色获得攻击UP/防御UP
skill-main,女教皇的正位,<div class=prt-text-small>自己获得托拉之书效果（同一个技能在1回合内可以使用最多2次） <span class=text-blue>◆无法再次发动</span></div>
skill-lb,LB技能,使用连接技能时自己的攻击UP（累积）
intro,欺瞒的女教皇,洋溢着优美笑容的女教皇，用智慧和智略来掩饰内心的欺瞒。过去降临的悲剧点燃了她的仇恨，驱使着她去复仇。染上黑色的心，已经无法容许再回头了。即使那会欺骗同伴——
