id,name,detail
npc,路西欧,3040106000
special,失乐园,<span class=prt-text-small>光属性伤害(特大)/自身光属性攻击力UP/下一次使用「死灰复燃」时，技能发动2次</span>
special-コール・オブ・エデン,,<div class=prt-text-small>光属性伤害(特大)/自身光属性攻击力UP/暗属性伤害减轻/下一次使用「死灰复燃」时，技能发动2次<span class=text-blue>◆「死灰复燃」可即刻使用/圣义之翼LV6时，变化为光属性伤害(极大)</span></div>
skill-1,夏娃的劝诱,我方全体获得屏障效果(1000)/活性效果/浑身效果
skill-1++,夏娃的劝诱,我方全体获得屏障效果(2000)/活性效果/浑身效果/高扬效果
skill-2,死灰复燃,对敌方单体造成8倍光属性伤害/自身圣义之翼LV上升1
skill-2+,死灰复燃,对敌方单体造成9倍光属性伤害/自身圣义之翼LV上升1
skill-2++,死灰复燃,对敌方单体造成16倍光属性伤害/受伤加重(6次)/自身圣义之翼LV上升1
skill-3,觉醒,<div class=prt-text-small>自身获得光属性追击效果(90%)/必三连击/暗属性伤害减免(100%)/弱化效果抗性100%UP</div>
skill-4,,<div class=prt-text-small>自身获得再攻击效果/受伤无效化(1次)/预言者的御光效果<span class=text-blue>◆圣义之翼Lv在6时可使用/再使用不可</span></div>
support-1,启明星,随回合数增加，自身光属性追击效果UP/暗属性防御DOWN
support-2,圣义之翼,<div class=prt-text-small>发动三连击时圣义之翼LV上升1(最大6) <span class=text-blue>◆根据圣义之翼LV，连续攻击率UP/LV6时能力大幅UP</span></div>
skill-lb,LB技能,奥义发动时回复我方全体HP
intro,晓之裁定者,叙述“赤色地平”的真相，担心着世界危机的“自称·前演员”的青年。其真实身份充满谜团。可以知晓的只有他闪耀的容貌让所有人入迷这个事实。

