id,name,detail
npc,小芙,3040182000
special,复合杀戮射击,暗属性伤害(特大)/最大CT增加
special-タッチダウン,坠地下砸,暗属性伤害(极大)
special-Touchdown,坠地下砸,暗属性伤害(极大)
skill-1,跳弹,<div class=prt-text-small>消耗1弹药，对敌方单体造成3次暗属性伤害/赋予敌方防御DOWN（累积）/自己的奥义槽25%UP　<br><span class=text-blue>◆战斗开始时，弹药为3(无法回复)</span></div>
skill-ネルシュナイデ,利爪,无视目标随机造成7次暗属性伤害/自己的奥义槽100%UP
skill-2,伞降,赋予我方全体必三连击/暗属性追击效果
skill-エクステンド,延伸,赋予自己必三连击//暗属性追击效果
skill-3,恶念诅咒,<div class=prt-text-small>切换至魔晶化状态　<span class=text-blue>◆可即时使用所有技能/无法再次使用</span></div>
skill-スティルエナジー,能量窃取,对敌人造成20倍暗属性伤害/回复自己的HP
support-1,狂澜怒涛,<div class=prt-text-small>魔晶化状态中能力大幅UP/自身以外的其他成员无法参与战斗</div>
support-2,魔晶的侵蚀,<div class=prt-text-small>魔晶化状态中，回合结束时增加1层魔晶的侵蚀(最大5)　<span class=text-blue>◆魔晶的侵蚀达到最大时，「魔晶丝·缚灭」发动，无法战斗</span></div>
skill-lb,LB技能,魔晶化状态中伤害上限UP
intro,傲娇宰相,让我说的话，小芙是我的女神啊。小芙虽然平常一直绷着脸，但是偶尔露出的笑容真是女神，心都被那笑容夺走了。一想到小芙的事情内心就很激动。胸怀激动，胸怀胸怀胸怀……啊，感觉好像有点下流……不是！不是那样！不过直白的说就是内心心跳不已心跳不已那种感觉，就是，萌死！找到好词了！萌死不可避！不可避的死！啊，太尊了，真想现在马上抱紧她！以上。
