id,name,detail
npc,乌诺,3040030000
special,天逆鉾,水属性伤害(特大)/减少敌方单体mode条
special-千槍無量曼荼羅,千枪无量曼荼罗,水属性伤害(特大)/减少敌方单体mode条/赋予我方全体浑身效果/屏障效果
special-真槍破邪顕正陣,真枪破邪显正阵,水属性伤害(特大)/减少敌方单体mode条/赋予我方全体浑身效果/吸收效果
special-Thousand-Spear Void,千枪无量曼荼罗,水属性伤害(特大)/减少敌方单体mode条/赋予我方全体浑身效果/屏障效果
skill-1,螺旋回鉾,对OD状态的敌方单体造成10倍水属性伤害/敌方mode条减少
skill-1+,螺旋回鉾,对OD状态的敌方单体造成11倍水属性伤害/敌方mode条减少
skill-2,刹那一闪,自己获得援护效果/反击效果(回避时/3次)
skill-2++,刹那一闪,自己获得援护效果/反击效果(回避时/3次)/自己的攻击大幅UP
skill-3,城郭之格局,减免我方全体所受的全属性伤害(100%)/火属性伤害(100%)
skill-4,一伐之祈愿,我方全体全属性伤害减轻(50%)/恢复所受伤害等量HP <span class=text-blue>◆无法再次使用</span>
support-1,开眼者,战斗开始时获得不死身效果（1次）
support-1[lv90],开眼者,战斗开始时获得不死身效果（1次）/自己处于濒死状态时，回合结束后回复所有HP及弱体效果（1次）
support-2,罗刹的豪枪,对火属性敌人伤害UP
skill-lb,LB技能,对弱化效果「技能封印」的抗性UP
intro,十天众,威胁着全空的唯一的贤人、汇集了无上的十之力、掌管着无垠的苍天的一切。为了消去过去的哀伤，他将用自己强大的力量，继续维护安宁的均衡。    
