id,name,detail
npc,欧姬丝,3040111000
special,终焉使者,暗属性伤害(特大)/自身「人偶指令」屏障效果全回复
special-リゾブル・ブリンガー,决断使者,暗属性伤害(特大)/自身「人偶指令」屏障效果全回复/「忘却」立即可用
skill-1,人偶指令,<div class=prt-text-small>性能大幅UP/获得最大HP40%数值的屏障(最大8000)<span class=text-blue>◆屏障解除时弱化2回合</span></div>
skill-2,先灵,我方全体获得暗属性攻击力UP/光属性伤害减免(70%)
skill-2++,先灵,我方全体获得暗属性攻击力UP/光属性伤害减免(70%)/弱化无效(1次)
skill-3,忘却,对敌方随机造成3次暗属性伤害/自身奥义值UP(20%)
skill-3+,忘却,<div class=prt-text-small>对敌方随机造成6次暗属性伤害/自身获得奥义值UP(20%)/我方全体获得紫色演算效果/暗属性追击效果</div>
support-1,少女之心,防御力低但有概率回避攻击
support-1+,少女之心,防御力低但有概率回避攻击/欧姬丝HP越多，我方全体攻击大幅UP
support-2,自律式人偶·洛伊德,自身处于「人偶指令」时获得攻防UP/暴击率UP/连续攻击率UP
support-2+,自律式人偶·洛伊德,<div class=prt-text-small>自身处于「人偶指令」时获得攻防UP/暴击率UP/连续攻击率UP/活性效果/伤害上限UP/受到的单次光属性伤害最大值锁定为3500</div>
skill-lb,LB技能,回合开始时自身概率在本回合获得全回避效果
intro,人偶少女,本不应诞生的存在在奇迹中得到了生命和身体。少女思考……自己诞生在这个世界的意义。与重要的人约好再见后，少女为了找到这个问题的答案，一个人踏上了旅途。
