id,name,detail
npc,克拉莉丝,3040206000
special,触媒领域,<div class=prt-text-small>暗属性伤害(特大)/减速<br><span class=text-blue>◆追加效果:无属性伤害</span></div>
skill-1,心灵悸动,<div class=prt-text-small>我方全体获得弱化无效(1次)/幻影(1次)<br><span class=text-blue>◆追加效果:我方全体获得屏障/格挡</span></div>
skill-1+,心灵悸动,<div class=prt-text-small>我方全体获得弱化无效(1次)/幻影(1次)<br><span class=text-blue>◆追加效果:我方全体获得屏障/格挡</span></div>
skill-2,甜蜜熵增,<div class=prt-text-small><br><span class=text-blue>◆追加效果:强化奥义伤害及上限(1次)/伤害上限</span></div>
skill-2+,甜蜜熵增,<div class=prt-text-small><br><span class=text-blue>◆追加效果:强化奥义伤害及上限(1次)/伤害上限</span></div>
skill-3,原子加速,<div class=prt-text-small><br><span class=text-blue>◆追加效果:技能发动2次</span></div>
support-1,我有我自己的方式啦!,基于回合数强化全队攻击/10回合之后技能和奥义获得追加效果
support-2,克拉莉丝的特制巧克力☆,主角奥义上升量增加/使用原子加速的回合结束时回合数额外+1
skill-lb,LB技能,减轻我方全体受到的光属性伤害
intro,恋爱的炼金术师,情人节之日，少女将心中思念融入了巧克力。融入的思念仅是想与重要的人的感情变得更加好这个小小的愿望。然后，少女在师傅的指导下，开始尽自己最大的努力去实现这个愿望。
