id,name,detail
npc,萝伯美,3040155000
special,超音速重击,<span class=prt-text-small>光属性伤害(极大)（12.5倍）/消耗3能量<br><span class=text-blue>◆只剩余能量在3以上时才能发动</span></span>
skill-1,超斥力风暴,<div class=prt-text-small>对敌方单体造成光属性伤害（3倍）/防御DOWN(累积)（10%，上限20%）/自身TA率UP(1次，必定)/光属性追击效果(1回)（80%） <span class=text-blue>◆消耗1子弹/子弹耗尽后无法使用</span></div>
skill-2,虹色弧光,<div class=prt-text-small>对全体敌人造成10倍光属性伤害<br><span class=text-blue>◆消費2能量/战斗开始3回合后才能使用</span></div>
skill-3,咆哮十字,自身攻击UP(50%)/格挡效果（70%概率减轻30%伤害）<br><span class=text-blue>◆消耗1能量</span>
support-1,关联转换器,<div class=prt-text-small>受到队伍成员回血或强化效果时，回复2能量<br><span class=text-blue>◆战斗开始时能量值为5(最大5)/战斗开始时子弹数为3(无法回复)</span></div>
support-2,高机动型躯体,伤害技能1回合中能够连续使用2次
skill-lb,LB技能,技能「超斥力风暴」有几率不消耗子弹
active,1,
,,
