id,name,detail
npc,阿妮拉,3040027000
special,金牙神然,火属性伤害(特大)
special-羊瀾怒濤,羊澜怒涛,火属性伤害(特大)/我方全体获得屏障效果
special-Fury of the Ram,羊澜怒涛,火属性伤害(特大)/我方全体获得屏障效果
special-百花羊乱,百花羊乱,火属性伤害(特大)/我方全体获得屏障效果
special-Multi-Sheep Madness,百花羊乱,火属性伤害(特大)/我方全体获得屏障效果
skill-1,森罗万象,6次全属性伤害，目标随机/自身获得敌方弱点属性的追击效果
skill-1+,森罗万象,6次全属性伤害，目标随机/自身获得敌方弱点属性的追击效果
skill-1++,森罗万象,6次全属性伤害，目标随机/自身获得敌方弱点属性的追击效果
skill-1+++,森罗万象,<span class=prt-text-small>对所有敌方造成全属性伤害/自身获得敌方弱点属性的追击效果/敌方全属性攻击DOWN/全属性防御DOWN</span>
skill-2,色即是空,对敌方全体造成火属性伤害/减速效果
skill-3,龙吟虎啸,<span class=prt-text-small>我方全体奥义值上升量UP/弱化效果抗性UP/攻击力UP/二连击率UP/暴击率UP/该效果不可驱散</span>
skill-4,意气羊羊,回复我方全体HP/攻击UP/强壮效果/净化一个弱化效果
support-1,羊神宫之主,<span class=prt-text-small>没有弱化效果的我方火属性角色攻击UP(10%/独立)/有弱化效果的我方火属性角色，防御力UP(30%)</span>
support-2,一羊来复,<span class=prt-text-small>自身HP百分比越高，我方火属性角色二连击概率越高/自身HP百分比越低，我方火属性角色防御力越高</span>
skill-lb,LB技能,普通攻击时有极小概率缩短1回合技能使用间隔
intro,南南西的守护神,守护南南西方位，十二神将之一。忌讳争斗，尊崇和平的温柔羊神在边境之地祈祷世界的安宁。她忍受了长久的孤独后，遵从星的指引，朝未曾见过的那个地方前进。
