id,name,detail
npc,塞鲁艾尔,3040013000
special,赤枝传说,光属性伤害(特大)
special++,赤枝传说,光属性伤害(特大)/我方光属性角色暴击率UP
skill-1,优雅剑锋,对敌方单体造成光属性伤害/攻击DOWN
skill-1++,优雅剑锋,对敌方单体造成光属性伤害/攻击DOWN/暗属性攻击DOWN
skill-2,皇家帐幕,我方全体免疫弱化效果(1次)/效果中自己必定三连击
skill-3,王子的荣耀,对敌方全体造成光属性伤害/自己的奥义槽UP(20%)
skill-3+,王子的荣耀,对敌方全体造成光属性伤害/我方全体奥义槽UP(20%)
support-1,阿尔斯特王国第一王子,自己身上没有弱体效果时，我方全体连续攻击率UP
support-2,快速出击,每三回合对敌人造成光属性伤害/自己的技能伤害上限UP（累积）
skill-lb,LB技能,普攻时有概率获得攻击UP效果(累积)
intro,亡国的血脉,复兴了灭亡了的祖国后，王子踏上了旅途。灭国的元凶，据说是可以说是自己半身的友人。为了恢复友人的名誉，和他再次并肩，王子手握光芒之剑，不断战斗。
