id,name,detail
npc,法尔提,3040086000
special,天霸魔龙枪,<div class=prt-text-small>暗属性伤害(特大)/自身获得「二重双龙波」<br><span class=text-blue>◆自身处于「二重双龙波」时下一次「黑龙双击波」发动2次</span></div>
skill-1,黑龙双击波,对敌方单体造成暗属性伤害
skill-1+,黑龙双击波,对敌方单体造成暗属性伤害
skill-2,战吼,<div class=prt-text-small>敌方全体获得攻击力DOWN(累积)/我方全体获得暗属性攻击力UP(累积)/1层幽暗的刻印</div>
skill-3,苍天魔龙导,<div class=prt-text-small>自身获得暴击率UP/连击率UP<br><span class=text-blue>◆7回合后效果全体化</span></div>
support-1,我的霸道毫无阴霾,根据战斗进行的回合数自身获得攻击力UP
support-2,天空的霸者,我方暗属性角色根据各自幽暗的刻印层数获得技能性能UP
skill-lb,LB技能,自身普通攻击时概率获得攻击力UP(累积)
intro,魔龙统领者,统领魔龙的高贵战士，以压倒性的力量驰名全空。她在钻研、锻炼、纷争中度过每日，同时亦在追求酣畅淋漓的战斗。
