path,trans,duration,note
voice/3040106000_mypage1,如果你想知道的话，我就告诉你这个世界的真相吧。,4,路西欧
voice/3040106000_mypage2,我的主人说过，我必须去成为为这个世界带来安宁和繁荣的光明……所以，就算是为了我，也请各位不要再争吵了！,15,
voice/3040106000_mypage3,我……做错了吗……,3,
voice/3040106000_mypage4,主人为何要将我创造得如此美丽呢……？,5,
voice/3040106000_s1_valentine1,情人节……吗？,2,情人节
voice/3040106000_s1_valentine2,把好意的象征用数量和金钱来衡量是值得羞愧的行为哦。,5,
voice/3040106000_s1_birthday1,Happy Birthday！,1,生日
voice/3040106000_s1_birthday2,往后我的加护也会与你同在。,4,
voice/3040106000_s1_halloween1,万圣节快乐！,2,万圣
voice/3040106000_s1_halloween2,今天大家都各随己愿随意穿着，我也想偶尔舒展一下自己的翅膀。\n是啊，会少许发光，也会有声音。\n不行吗……是吗……,17,
voice/3040106000_v_004,（测试）啊，请务必用路西欧这个名字称呼我。\n现在有危机正在逼近，你会帮忙的吧？,10,图鉴语音
voice/scene_chr344_q3_s20_23,（测试）吾之光辉，将会照耀到这天空和星空的尽头。,5,
voice/scene_fate_chr344_ep1_51,（测试）请不要再为了我争斗了！,5,
voice/3040106000_s1_christmas1,圣诞快乐！,2,圣诞
voice/3040106000_s1_christmas2,愿吾主祝福你。,5,
voice/3040106000_s1_newyear1,Happy New Year！,2,新年
voice/3040106000_s1_newyear2,在一切重获新生之前，应该要重新审视自己的行为，谨慎言行。,8,
