path,trans,duration,note
voice/3040076000_s2_halloween1,万圣节快乐，团长。,3,万圣
voice/3040076000_s2_halloween2,黑暗的夜晚，香甜的瓜果，亚欧伊多斯……啊，世界是如此的REQUIEM。,10,
voice/3040076000_s2_christmas1,圣诞快乐！团长。,3,圣诞
voice/3040076000_s2_christmas2,白色的雪……清爽的夜晚……亚欧伊多斯。\n啊，世界是如此的庄严神圣！,11,
voice/3040076000_s2_newyear1,Happy New Year，团长！,3,新年
voice/3040076000_s2_newyear2,白色的年糕……高飞的风筝……亚欧伊多斯！\n啊，世界是如此可喜可贺！,10,
voice/3040076000_s2_valentine1,今天是情人节哦，团长，,3,情人节
voice/3040076000_s2_valentine2,浅浅的恋情……甜甜的巧克力……亚欧伊多斯！\n啊，世界是如此的可爱！,11,
voice/3040076000_whiteday1,白色情人节快乐！,2,白情
voice/3040076000_whiteday2,我有个礼物要送给你。\n多谢你一直以来的照顾。\n来，收下吧。,7,
