id,en,jp,trans
0-chapter_name,,踏み出せない一歩,无法迈出的一步
0-synopsis,,ある日、グレアがマナリア魔法学院の音楽室で、一人ピアノを奏でていた。その音色を聞いたジル教授は、グレアのアンに会えず寂しい想いが音色から伝わってきたと褒める。ジルは、グレアがアンとの出会いで良い方向へ変わったことを指摘すると、「勇気を出して一歩、前へと踏み出せば世界はきっと変わりますよ」と語る。ジルが退室した後、グレアは自分の行く末に思い悩むのだった。,ある日、グレアがマナリア魔法学院の音楽室で、一人ピアノを奏でていた。その音色を聞いたジル教授は、グレアのアンに会えず寂しい想いが音色から伝わってきたと褒める。ジルは、グレアがアンとの出会いで良い方向へ変わったことを指摘すると、「勇気を出して一歩、前へと踏み出せば世界はきっと変わりますよ」と語る。ジルが退室した後、グレアは自分の行く末に思い悩むのだった。
1,,<span class='scene-font-katari'>マナリア魔法学院の音楽室。</span><br><span class='scene-font-katari'>そこでグレアは一人、</span><br><span class='scene-font-katari'>ピアノを奏でていた。</span>,<span class='scene-font-katari'>玛那利亚魔法学院的音乐室。</span><br><span class='scene-font-katari'>古蕾雅正一个人</span><br><span class='scene-font-katari'>在那里演奏钢琴。</span>
2,,音楽室って<br>こんなに広かったかな……,音乐室原来……<br>有这么空旷的吗……
3,,やっぱり、アンがいないから、<br>そう思うのかな……,果然，因为安不在，<br>才这么觉得的吗……
4,,……昔は一人でも、<br>こんなこと思わなかったのに……,……明明以前一个人的时候也，<br>不会想到这种事的……
6,,誰？,誰？
7,,<span class='scene-font-katari'>音楽室に響く拍手の音。</span><br><span class='scene-font-katari'>その音に驚き、</span><br><span class='scene-font-katari'>慌てて振り向くと――</span>,<span class='scene-font-katari'>音乐室响起了拍手的声音。</span><br><span class='scene-font-katari'>古蕾雅被那声音惊到，</span><br><span class='scene-font-katari'>慌忙回过头来——</span>
8,,おや、すみません。<br>驚かせてしまったようですね。,哎呀，抱歉。<br>似乎吓到你了。
9,,……ジル教授？<br>どうしてここに……,……吉尔教授？<br>为什么会在这里……
10,,ほほっ、見回りですよ。,呵呵、是巡视。
11,,それにしても、グレアさんは<br>相変わらず素直で<br>良い音色を奏でますね。,比起这个，古蕾雅同学<br>率直地演奏出来了美丽音色的行为，丝毫未变呢。
12,,アンさんに会えなくて<br>寂しいという想いが<br>伝わってくるようでしたよ。,没办法跟安同学见面<br>那种寂寞的感觉<br>传达出来了哦。
13,,えっ……！,诶……！
14,,<span class='scene-font-katari'>ジルの言葉を聞いた瞬間、</span><br><span class='scene-font-katari'>グレアの顔が真っ赤に染まる。</span>,<span class='scene-font-katari'>听到吉尔教授的话的瞬间，</span><br><span class='scene-font-katari'>古蕾雅的脸变得通红。</span>
15,,…………,…………
16,,ああ、すみません。<br>また困らせてしまいました……,啊啊，抱歉。<br>又让你困扰了……
17,,しかし、感情を音に乗せ、<br>人に伝えられるというのは<br>とても素晴らしい事ですよ。,但是，感情伴随着声音，<br>传达给他人，这是非常美妙的事情。
18,,そ、そうですか……,是，是这样吗……
19,,…………,…………
20,,<span class='scene-font-katari'>羞恥で真っ赤になるグレアの姿を</span><br><span class='scene-font-katari'>ジルは微笑ましそうに見つめる。</span>,<span class='scene-font-katari'>吉尔微笑地看着</span><br><span class='scene-font-katari'>古蕾雅因为害羞而满脸通红的样子。</span>
21,,……グレアさん。<br>貴方は変わりましたね。,……古蕾雅同学。<br>你改变了。
22,,変わった……？,改变了……？
23,,少し前の貴方でしたら……,不久前的你……
24,,大切な友と会えず<br>胸を痛めることなどなかったのでは？,是不会因为见不到重要的朋友<br>而像这样心中充满苦楚吧？
25,,…………,…………
26,,アンさんとの出会いは<br>貴方にとって良き出会いだった<br>ようですね。,跟安同学的相遇，<br>是对你而言非常好的相遇。
27,,……はい。<br>アンのおかげで<br>私は前へと少し進めました。,……嗯。<br>多亏了安，我能稍稍向前进一点了。
28,,アンがいなかったら、<br>私は今も、きっと独りで……,要是没有安在的话，<br>我现在一定，还是一个人……
29,,だから、アンには<br>とても感謝してるんです。,所以，我非常的感谢安。
30,,その……<br>本人には恥ずかしくて<br>言えませんけど……,那个……<br>因为太害羞了<br>请不要对本人说……
31,,<span class='scene-font-katari'>はにかむ様な笑みを浮かべ、</span><br><span class='scene-font-katari'>グレアはアンへの想いを語る。</span>,<span class='scene-font-katari'>古蕾雅腼腆地笑着，</span><br><span class='scene-font-katari'>诉说着对安的思念。</span>
32,,ほほっ……<br>貴方がその様な笑みを<br>浮かべられるようになったこと……,呵呵……<br>你变得能露出来那样的笑容就是……
33,,いえ、貴方がその様に変われた事を<br>私も嬉しく思いますよ。,不，你能变成这样，<br>我也感到很高兴。
34,,……ありがとうございます。,……多谢您。
35,,だからこそ、グレアさん。<br>笑顔で帰りを迎えてあげましょう。,正因如此，古蕾雅同学。<br>用笑容来迎接她回来吧。
36,,寂しがってばかりいると<br>アンさんが心配して留学先から<br>飛んで帰ってきてしまいますよ。,总是看起来很寂寞的话<br>安同学说不定会因为太过担心<br>而从留学地点飞回来哦。
37,,ふふっ……ジル教授。<br>それ、冗談になってないです。<br>アンの事だから本当に……,呼呼……吉尔教授。<br>那个不能开玩笑的哦。<br>因为是安，所以是真的会……
38,,ほほっ、確かにグレアさんの<br>言う通りかもしれませんね。,呵呵，估计确实会如古蕾雅同学所说。
39,,なにせ、留学の話が出た当初は、<br>グレアさんと離れたくないと言って<br>留学の話を断るほどでしたからな。,为什么的话，当初说让她去留学的时候，<br>她就是说着不想离开古蕾雅同学<br>拒绝去留学的。
40,,ですから、グレアさんが<br>寂しがっていると聞けば……,所以说，要是听说古蕾雅同学总是看起来很寂寞的话……
41,,あはは……<br>間違いなく帰ってきますね。,啊哈哈……<br>肯定会回来的呢。
42,,<span class='scene-font-katari'>その状況が容易に想像できたのか、</span><br><span class='scene-font-katari'>グレアは苦笑を浮かべる。</span>,<span class='scene-font-katari'>那种情况太容易想象了，</span><br><span class='scene-font-katari'>古蕾雅苦笑起来。</span>
43,,ほほっ、でしたら、グレアさん自身が<br>寂しさを忘れるくらい<br>学院生活を楽しまないといけませんね。,呵呵，那样的话，古蕾雅同学自己就一定要<br>忘记掉寂寞<br>好好地享受学院生活才行呢。
44,,そうすれば、<br>アンさんも安心して<br>留学していられるでしょうし。,那样的话，<br>安同学也就能安心地留学了。
45,,そう……ですね。,……没错。
46,,……グレアさん。<br>勇気を出して一歩、前へと踏み出せば<br>世界はきっと変わりますよ。,……古蕾雅同学。<br>鼓起勇气，向前迈出第一步的话，<br>世界一定会为之改变的。
47,,え……,诶……
48,,大丈夫ですよ。<br>貴方の傍にはアンさんや<br>オーウェン君たちもいるのです。,没问题的。<br>你的身边有安同学还有<br>欧文同学他们在。
49,,ですから、勇気を持って<br>前へと踏み出してみては<br>いかがでしょう？,所以，你要不要试试，<br>鼓起勇气，<br>向前迈出第一步呢？
50,,はい……考えておきます。,好的……我会考虑的。
51,,では、私はそろそろ行きますね。<br>他の場所の見回りもあることですし。,那么，我也差不多该走了。<br>还有其他场所要巡逻。
52,,……グレアさん、<br>貴方が楽しい学院生活を送れるよう<br>私も応援していますよ。,……古蕾雅同学，<br>为了你能过上快乐的学院生活，<br>我也会支持你的。
53,,それと、私で良ければ、<br>いくらでもグレアさんの<br>力になりますので。,还有，可以的话，<br>我无论何时都会成为古蕾雅同学你的助力。
54,,ありがとうございます。,多谢您。
55,,<span class='scene-font-katari'>そう言い、ジルは退室し</span><br><span class='scene-font-katari'>再び音楽室にはグレア一人となった。</span>,<span class='scene-font-katari'>吉尔那么说着，离开了音乐室，</span><br><span class='scene-font-katari'>里面再次变成了只有古蕾雅一人。</span>
56,,一歩前へ、か……<br>でも……,向前迈出一步，吗……<br>但是……
62,,この化け物が！,你这怪物！
63,,やっぱり、人間とは違うんだ。,果然，人类是不同的。
69,,でも、やっぱり怖いな……,但是，果然很可怕……
70,,…………,…………
71,,ねぇ、アン。<br>私、どうすればいいのかな……,呐、安。<br>我到底，应该怎么做才好……
72,,どうすれば、<br>アンみたいになれるのかな……,怎么做，<br>才能变得跟安一样……
73,,どうすれば、普通の人達みたいに<br>学院生活を楽しめるのかな……,怎么做，才能像普通的人那样<br>享受学院生活呢……
74,,<span class='scene-font-katari'>そういうとグレアは</span><br><span class='scene-font-katari'>再びピアノを奏で始める。</span>,<span class='scene-font-katari'>那样的古蕾雅</span><br><span class='scene-font-katari'>再次演奏起了钢琴。</span>
75,,<span class='scene-font-katari'>その音色は先程までとは違い、</span><br><span class='scene-font-katari'>グレアの苦悩を伝えるかのような</span><br><span class='scene-font-katari'>暗い音色であった――</span>,<span class='scene-font-katari'>那个音色跟先前不同，</span><br><span class='scene-font-katari'>就像是传递着古蕾雅的苦恼一样，</span><br><span class='scene-font-katari'>变成了黯淡的音色——</span>
info,,1,scene_fate_chr400_ep1
