id,en,jp,trans
0-chapter_name,,その威を示し、王たれと,王者，示其威也。
0-synopsis,,ソーンとの戦いの最中、サラーサは「本当に食われるのではないか」と恐怖する。ソーンはそんなサラーサの心中を見抜き、勝利したと判断してその場から立ち去る。残されたサラーサは、「あたしは怖がってないぞ！　怖がってなかったぞ！」と悔しがるのだった。,萨拉萨在于索恩交战的时候，因「真的不会被吃到吗」而感到恐惧。索恩看破了萨拉萨心中的恐惧，在断定胜利之后扬长而去。留在那里的萨拉萨，不甘心地喊到「我没有害怕！我一点都没有害怕！」。
6,,ひ……！,呀……！
7,,私の勝ちね。<br>獣がそんな目をした時は<br>逃げる気さえも失せた時よ。,是我的胜利呐。<br>当野兽露出这种眼神时，<br>就意味着他连逃走的气力都没有了。
8,,ち……違うぞ！<br>あたしは怖がってない！,不……不是的！<br>我没有害怕！
9,,野生の獣を狩っていた頃を<br>思い出したわ。竜を食らうような相手は<br>初めてだったけれど。,让我想起原来狩猎野兽的时候了。<br>但是和能够吃龙的对手交战还是第一次啊。
12,,懐かしい感覚をありがとう。<br>じゃあね。,感谢你给我带来这怀念的感觉。<br>再见。
16,,くそ……<br>あたしは怖がってない！<br>怖がってなかったぞ！,可恶……<br>我没有害怕！<br>我一点都没有害怕！
17,,<span class='scene-font-4'>くっそぉぉぉ！</span>,<span class='scene-font-4'>可恶！</span>
info,,1,scene_ult_chr129_q4_2_s20
