id,name,detail
npc,阿拉南,3040167000
special,,<div class=prt-text-small>火属性伤害(teda )<span class=text-blue>◆场地效果「烈日乐园」中奥义性能UP</span></div>
special-メーディウム・ソーレ,,<div class=prt-text-small>火属性伤害(teda )<span class=text-blue>◆场地效果「烈日乐园」中奥义性能UP/发动2次</span></div>
skill-1,,发动场地效果「烈日乐园」
skill-2,,<div class=prt-text-small>我方全体三连击率UP/火属性追击效果/奥义值无法增加<span class=text-blue>◆消耗我方全体100%奥义值</span></div>
skill-3,,<div class=prt-text-small>对敌方全体造成10倍火属性伤害/攻防DOWN/恐怖效果/赋予敌方全体「无垢阳光」<span class=text-blue>◆</span></div>
skill-4,,<div class=prt-text-small>火属性角色获得乱击效果(2段)/暴击率UP/发动技能2<span class=text-blue>◆仅在「教皇之正位」发动后可使用</span></div>
support-1,,场地效果「烈日乐园」发动时火属性角色回复性能UP
support-2,,<div class=prt-text-small>「烈日乐园」效果时间延长/场地效果「烈日乐园」发动时，火属性角色暴击时造成伤害上升</div>
skill-sub,,火属性角色回复性能UP/受到回合伤害时回复1个弱体效果
skill-sub+,,火属性角色回复性能UP/受到回合伤害时回复1个弱体效果/攻防UP(累积)
skill-main,,火属性角色获得「日轮的祝福」效果
skill-main+,,火属性角色获得「日轮的祝福」效果/「烈日乐园」发动<span class=text-blue>◆无法再次发动</span>
skill-lb,LB技能,受到回合伤害时有概率避免战斗不能，以1HP继续战斗
intro,称号,
